ShipID,DockID,ArrivalDate,DepartureDate
9211,124,2022-02-14,2022-08-02
1770,193,2024-05-01,2024-09-22
916,188,2023-06-17,2024-06-11
592,125,2020-01-16,2023-11-02
4678,55,2022-02-20,2024-05-29
8296,157,2022-10-29,2023-08-01
4627,95,2023-01-14,2023-11-15
2228,122,2020-06-14,2020-08-16
1961,51,2024-05-27,2024-11-08
4957,197,2021-03-25,2024-06-05
9469,161,2023-03-07,2023-04-07
5903,8,2020-08-30,2021-09-07
1543,141,2020-06-25,2022-03-09
3329,147,2022-06-11,2022-09-29
6964,51,2023-07-20,2024-06-15
9952,97,2022-06-03,2023-07-06
5862,125,2023-05-08,2024-06-10
2072,127,2023-07-06,2024-04-04
5404,168,2024-06-03,2024-10-01
207,95,2022-09-14,2023-07-23
4328,36,2023-03-03,2024-04-12
3166,71,2024-06-19,2024-10-20
7856,40,2024-12-13,2024-12-19
4910,105,2022-11-26,2023-03-12
316,109,2020-12-28,2024-01-05
8580,184,2022-06-23,2023-02-01
5812,40,2020-11-25,2021-12-07
8583,124,2020-12-21,2023-04-30
7645,112,2021-01-11,2021-02-08
2664,54,2022-05-04,2022-09-22
9571,30,2020-05-12,2020-10-29
7082,22,2021-04-05,2024-06-23
9000,75,2020-09-13,2021-11-10
5058,53,2021-06-08,2021-08-29
6317,65,2021-01-14,2023-05-26
8458,35,2024-02-17,2024-07-02
956,184,2020-01-25,2020-08-22
3579,54,2021-11-17,2023-09-14
122,2,2021-08-05,2022-10-24
2477,95,2023-12-09,2024-10-30
9883,123,2021-09-26,2023-01-23
4660,173,2024-09-16,2024-10-08
1239,108,2023-07-16,2024-10-17
2537,195,2024-01-13,2024-10-21
3250,71,2021-02-14,2023-08-09
1458,34,2021-04-03,2023-02-28
8414,131,2022-07-17,2024-01-09
2317,98,2024-07-22,2024-12-15
7002,54,2020-11-19,2023-11-05
8566,69,2020-11-25,2023-01-23
1886,146,2020-01-15,2023-12-19
3850,51,2022-01-13,2022-04-10
2967,5,2023-01-08,2024-02-09
5618,200,2022-02-20,2023-10-15
1322,148,2020-07-08,2023-10-06
4835,88,2022-10-17,2023-07-08
210,198,2021-09-18,2021-11-20
3602,31,2020-11-15,2022-06-17
9266,44,2021-07-16,2024-08-11
9815,117,2020-07-22,2021-06-09
1159,118,2023-04-17,2024-05-31
2000,110,2023-11-10,2024-12-01
9395,170,2024-10-08,2024-12-19
324,51,2021-11-10,2024-03-28
3818,159,2020-10-17,2023-11-18
3627,183,2023-06-11,2024-08-04
126,144,2024-12-19,2024-12-22
4989,18,2022-01-13,2024-08-17
4603,158,2021-10-04,2024-10-08
2564,112,2024-10-26,2024-12-23
323,25,2022-07-02,2022-09-13
6367,180,2023-01-19,2023-04-26
5388,37,2024-05-07,2024-11-21
895,199,2021-04-03,2021-06-17
2627,29,2021-12-10,2024-07-29
3060,185,2023-06-05,2023-06-27
9996,167,2021-10-10,2024-01-11
5678,140,2022-09-04,2024-05-09
6354,150,2022-09-25,2023-06-08
3997,197,2023-06-01,2024-12-17
5783,174,2023-08-21,2024-06-18
1803,58,2020-09-23,2023-05-04
5929,22,2022-02-27,2024-05-05
1442,75,2020-02-22,2023-02-16
177,146,2022-05-24,2024-01-31
711,83,2022-06-06,2024-03-04
4092,139,2021-07-25,2021-07-26
9473,44,2023-07-15,2024-01-31
1805,122,2020-10-16,2020-12-13
671,196,2021-02-01,2021-05-31
6233,100,2023-11-20,2024-08-10
6503,170,2024-10-01,2024-10-07
1422,1,2020-01-11,2020-02-14
2934,12,2024-10-05,2024-10-31
4355,91,2024-10-06,2024-11-14
8376,115,2021-07-03,2022-03-16
2201,84,2023-12-09,2024-12-16
7774,73,2022-09-15,2023-01-13
8236,168,2020-12-21,2022-02-06
9234,119,2021-07-15,2021-11-24
8010,16,2023-07-23,2024-05-09
1637,110,2024-11-08,2024-11-25
4495,140,2022-12-06,2024-09-09
8322,135,2020-11-01,2023-07-14
3301,9,2021-02-15,2023-06-30
4959,75,2024-05-30,2024-10-14
8611,1,2022-11-02,2024-08-13
4279,161,2022-04-22,2024-09-22
4660,14,2024-11-15,2024-12-17
2307,170,2024-02-12,2024-11-28
5500,152,2024-11-06,2024-12-21
7414,166,2021-06-17,2022-03-03
6729,16,2022-09-01,2024-02-17
6431,153,2023-08-06,2024-12-25
5928,151,2024-11-20,2024-12-31
5814,49,2021-12-03,2024-09-25
5959,136,2024-01-31,2024-12-19
8441,28,2020-07-01,2020-08-13
7798,66,2020-08-08,2020-12-06
731,136,2023-06-14,2024-12-16
7781,80,2021-11-04,2024-06-01
8886,88,2022-12-10,2023-06-28
6409,25,2020-12-31,2023-01-16
2916,133,2024-01-07,2024-09-03
2305,177,2023-02-22,2023-08-28
5661,164,2021-06-22,2023-09-11
558,107,2021-09-04,2023-12-12
1445,131,2023-03-06,2024-02-01
8545,24,2020-10-01,2024-01-30
3074,66,2022-08-15,2023-03-05
1427,60,2024-02-03,2024-12-27
9416,153,2023-10-30,2024-08-01
4098,174,2023-05-31,2024-10-06
464,130,2021-05-26,2022-08-01
4894,79,2021-05-06,2024-03-18
4086,161,2020-12-05,2021-06-24
9265,133,2024-04-14,2024-07-21
7962,76,2020-07-11,2022-11-12
8820,141,2020-08-22,2023-08-05
6502,4,2024-06-04,2024-10-05
817,139,2024-05-01,2024-09-22
3240,46,2021-12-25,2024-02-07
6877,144,2020-05-03,2023-02-09
4910,40,2023-07-21,2024-02-19
7206,182,2023-09-07,2023-11-22
4921,176,2022-09-16,2024-07-24
619,145,2022-01-07,2023-07-22
3410,13,2021-03-06,2023-02-05
7909,162,2021-05-31,2024-01-08
1275,45,2021-05-18,2024-07-11
8790,135,2021-03-19,2024-11-26
17,105,2023-02-27,2024-08-06
2913,25,2024-04-10,2024-09-03
7442,105,2021-11-03,2022-06-28
8050,32,2020-02-23,2024-10-22
87,91,2022-11-01,2023-07-20
4418,52,2020-01-06,2022-01-08
5198,43,2020-03-06,2020-08-09
4054,29,2020-12-19,2021-12-06
8746,148,2021-09-06,2024-03-19
4833,38,2022-12-24,2023-11-22
4385,178,2020-01-01,2024-09-24
6595,108,2023-03-03,2024-05-25
1619,80,2020-05-04,2024-11-12
972,197,2020-05-13,2022-12-18
8396,64,2021-11-09,2022-04-30
5326,182,2020-10-23,2022-10-16
1589,138,2024-12-21,2024-12-25
1109,73,2022-01-08,2023-07-25
4345,72,2020-03-28,2024-07-06
2767,43,2021-03-01,2022-05-15
5203,115,2020-07-15,2024-12-06
7511,89,2022-09-04,2024-07-01
5945,119,2020-04-12,2023-08-28
8927,135,2023-03-27,2023-07-06
4305,174,2022-09-11,2022-09-22
8959,92,2021-11-16,2023-02-25
9546,123,2024-11-30,2024-12-30
7873,67,2023-05-29,2024-01-05
5135,111,2022-11-01,2023-07-13
4431,169,2021-10-18,2023-05-16
3543,79,2021-04-21,2021-06-06
4078,126,2023-07-11,2024-04-07
5534,73,2022-04-06,2023-12-22
1349,191,2024-08-23,2024-08-25
7675,127,2020-08-25,2024-08-19
4510,173,2024-10-19,2024-10-19
7018,51,2022-10-02,2023-10-14
3296,150,2021-07-24,2023-12-26
1176,163,2023-07-14,2024-01-31
5742,191,2023-08-03,2023-11-06
2978,19,2022-11-03,2024-12-19
5690,176,2021-05-12,2021-09-03
540,162,2022-04-11,2022-04-13
1811,56,2020-03-02,2021-02-20
1661,137,2023-06-25,2023-10-21
8752,64,2021-01-01,2021-05-19
7799,65,2024-11-09,2024-12-30
7621,94,2021-09-07,2022-01-23
8392,144,2022-08-02,2023-05-24
7083,14,2024-09-03,2024-12-13
6928,194,2022-03-16,2024-11-25
5477,7,2021-04-28,2024-03-05
6639,188,2022-05-27,2023-03-19
1339,55,2024-11-08,2024-11-26
6412,143,2022-11-12,2023-08-06
6603,27,2024-07-16,2024-12-25
4888,57,2020-12-18,2021-01-13
9251,43,2021-06-29,2021-07-20
5487,146,2023-11-23,2024-05-16
494,127,2021-07-04,2021-12-24
373,194,2020-06-29,2023-04-07
6320,49,2023-11-28,2024-01-30
7354,170,2023-02-08,2023-04-10
3403,132,2023-06-27,2024-06-13
6400,102,2024-10-06,2025-01-01
4540,188,2024-12-26,2024-12-29
9758,173,2020-08-30,2023-10-15
241,17,2021-09-05,2024-06-23
6730,126,2022-06-13,2024-12-21
6275,91,2021-10-16,2022-10-28
8882,174,2024-11-07,2024-11-14
61,139,2022-01-23,2022-05-08
5631,179,2020-11-23,2023-04-11
7849,33,2020-07-17,2024-06-01
8660,137,2022-10-27,2023-11-16
4628,128,2023-12-18,2024-07-31
6778,84,2020-02-27,2023-12-07
8760,135,2020-11-04,2024-07-01
7339,169,2020-01-21,2020-05-21
6310,135,2022-08-08,2024-09-26
9285,8,2021-10-29,2022-11-29
2374,135,2023-11-01,2024-06-05
4964,155,2022-08-26,2024-07-07
3876,81,2020-10-13,2021-11-24
3489,98,2020-11-10,2024-05-03
5709,36,2023-03-20,2023-09-09
2079,197,2021-07-31,2024-02-23
1639,173,2020-08-22,2022-03-02
2371,103,2024-05-25,2025-01-01
8213,27,2024-06-28,2024-07-05
9650,20,2022-12-28,2023-08-05
4263,170,2022-11-05,2023-10-17
5233,16,2022-05-23,2023-03-11
3071,141,2020-04-02,2021-04-06
3751,49,2022-01-06,2023-02-12
8146,136,2022-06-23,2022-10-04
4812,5,2023-04-20,2024-11-06
1239,42,2021-06-05,2023-11-24
7200,90,2020-07-09,2024-12-11
7235,188,2021-01-14,2022-12-14
3344,92,2020-05-16,2024-07-18
6336,88,2024-11-04,2024-11-29
6252,180,2023-02-09,2023-10-31
4639,133,2023-10-31,2024-10-12
5464,36,2020-07-13,2022-03-12
6419,20,2021-01-08,2023-08-18
9082,102,2020-03-03,2021-11-07
8376,37,2021-10-08,2022-03-29
7009,108,2024-10-16,2024-12-09
5644,140,2024-09-17,2024-10-29
377,91,2020-06-24,2022-04-03
6925,192,2021-02-22,2023-06-10
5910,61,2021-04-01,2022-04-17
3725,129,2022-10-16,2023-01-14
8081,6,2024-01-18,2024-10-14
6350,112,2023-01-21,2024-11-17
5946,128,2022-04-04,2024-01-08
6075,170,2023-10-21,2024-11-07
7140,146,2024-09-27,2024-10-28
6167,87,2021-07-25,2022-02-04
9294,179,2021-07-17,2023-10-17
4245,174,2023-06-11,2023-11-08
4477,109,2024-10-22,2024-11-05
7505,146,2022-04-07,2022-12-06
2773,41,2022-03-09,2024-12-27
5902,85,2023-11-09,2024-05-23
7422,118,2020-09-10,2024-11-02
7814,66,2022-06-29,2024-08-26
1726,21,2023-07-13,2024-05-27
6900,179,2024-04-11,2024-07-23
6112,85,2024-08-14,2024-09-06
4591,109,2020-07-14,2021-12-01
825,38,2022-05-29,2024-10-09
396,81,2023-10-28,2024-01-27
7089,1,2023-11-04,2024-02-01
1148,156,2023-06-12,2023-09-07
1910,34,2023-03-21,2024-03-17
1549,23,2023-02-25,2024-03-25
4757,134,2024-03-19,2024-08-04
4000,193,2021-08-30,2024-09-25
9313,189,2021-07-05,2024-07-06
8515,169,2023-06-17,2024-05-01
1279,168,2024-01-23,2024-03-29
9084,122,2021-12-25,2023-10-15
2153,102,2022-06-17,2024-07-12
5554,3,2020-08-10,2021-07-22
4949,129,2024-05-16,2024-11-03
5890,53,2020-05-14,2022-02-25
416,164,2021-04-26,2021-08-17
1431,105,2020-10-07,2020-11-13
5055,1,2022-05-18,2022-10-09
2604,39,2020-05-14,2020-09-26
681,55,2020-05-13,2020-06-25
2166,120,2024-12-04,2024-12-21
1285,67,2023-06-18,2024-02-12
9317,171,2023-10-23,2024-09-06
845,105,2024-04-11,2024-09-27
6443,79,2024-07-17,2024-08-19
9497,50,2023-10-02,2024-12-26
9903,156,2021-04-12,2022-06-25
2129,45,2023-05-20,2023-07-29
4169,95,2024-08-06,2024-08-10
3178,44,2020-02-02,2021-07-08
2173,70,2021-05-15,2021-07-15
5135,155,2024-12-11,2025-01-01
7331,182,2023-06-19,2024-09-15
9784,17,2022-08-24,2022-11-04
2826,164,2022-03-05,2023-08-05
5820,96,2022-11-28,2023-07-09
6820,92,2020-03-21,2023-09-18
7273,38,2024-12-27,2024-12-27
9015,114,2020-07-04,2023-01-03
5323,110,2021-07-23,2023-09-14
7519,142,2022-03-13,2024-05-26
6210,49,2021-09-05,2023-04-06
2498,26,2022-07-24,2023-12-09
5361,82,2020-06-28,2022-01-07
7210,6,2021-05-30,2024-06-17
241,157,2024-04-04,2024-10-13
594,151,2023-06-20,2023-06-22
6550,32,2023-01-21,2023-12-24
7741,144,2024-08-24,2024-11-28
4311,38,2024-05-06,2024-08-30
1071,80,2021-10-21,2023-05-08
2619,54,2023-07-13,2024-07-06
6693,37,2021-10-29,2022-11-18
6674,136,2021-04-03,2024-10-29
5232,46,2022-10-13,2023-12-07
5218,197,2023-10-25,2024-10-14
4106,81,2021-04-16,2023-04-30
152,77,2023-01-02,2024-06-12
7992,108,2023-09-04,2024-07-27
9201,182,2020-08-03,2020-11-12
1469,19,2022-02-15,2024-05-19
2282,37,2023-01-13,2024-02-25
2859,36,2022-09-16,2024-01-04
5927,45,2024-03-31,2024-06-10
412,131,2023-06-02,2024-01-06
8249,20,2023-02-23,2024-10-08
7912,123,2023-12-21,2024-08-28
865,168,2023-05-09,2023-05-10
7317,46,2022-02-15,2023-02-26
8895,69,2022-09-24,2024-06-07
8010,10,2023-01-12,2024-04-25
8009,175,2022-11-13,2024-04-24
5060,99,2021-12-23,2022-03-01
8244,13,2021-09-01,2023-10-02
3252,60,2021-09-24,2022-04-07
6605,200,2023-10-03,2024-08-09
5392,174,2022-09-10,2024-03-04
421,29,2022-02-24,2023-03-11
3309,38,2023-04-29,2024-05-03
5613,104,2023-01-15,2023-10-31
4439,89,2021-06-03,2022-01-08
3011,190,2024-08-17,2024-10-16
4825,153,2020-04-26,2020-09-11
866,197,2022-07-26,2024-10-13
6063,191,2021-07-02,2022-10-24
6988,110,2023-12-03,2024-09-16
2563,83,2024-11-08,2024-12-10
8048,43,2022-03-24,2022-05-14
8502,86,2020-09-25,2022-09-15
2599,170,2022-03-19,2022-04-19
7643,182,2024-07-06,2024-08-14
7720,54,2024-05-14,2024-12-29
7772,7,2021-04-03,2021-08-10
3671,43,2022-11-25,2024-08-04
9074,43,2023-11-27,2024-05-22
5614,87,2022-08-13,2024-07-14
521,187,2023-08-11,2024-06-05
3315,80,2022-02-13,2023-01-02
9712,192,2023-03-28,2024-03-13
3710,113,2021-06-21,2023-10-18
4553,168,2024-10-14,2024-12-22
7953,70,2022-11-18,2023-07-15
9487,15,2020-08-17,2021-09-15
502,148,2023-05-28,2023-11-10
8886,61,2022-12-19,2023-02-14
7113,2,2020-07-22,2024-01-27
3323,136,2020-08-27,2024-11-18
1453,143,2022-02-28,2023-10-31
4688,57,2021-11-28,2023-01-06
6705,96,2024-08-24,2024-10-06
8679,94,2024-04-04,2024-12-20
7158,21,2022-07-15,2024-05-16
5687,36,2023-09-16,2024-03-03
7966,156,2022-04-05,2023-03-22
7948,56,2020-11-25,2022-03-10
7202,101,2022-04-07,2022-12-06
1202,180,2021-11-04,2024-11-30
1600,2,2020-03-22,2022-07-21
1579,21,2021-08-18,2023-10-07
4948,83,2024-05-09,2024-12-02
3545,153,2020-10-13,2021-06-26
6735,174,2020-11-24,2024-11-07
2708,181,2021-03-25,2022-05-28
9165,114,2020-02-09,2021-02-08
2261,40,2021-12-18,2023-04-26
1324,57,2023-11-02,2024-07-03
8728,127,2021-10-27,2024-06-05
6670,135,2021-06-30,2023-06-22
5458,185,2024-03-13,2024-09-20
6840,96,2022-05-26,2023-08-19
7522,190,2021-03-19,2023-02-17
182,42,2022-10-11,2023-02-10
1023,68,2020-11-02,2023-10-14
2657,15,2021-08-16,2024-03-13
8802,10,2022-12-02,2024-06-10
3232,63,2022-04-20,2023-05-31
9028,115,2020-11-05,2021-06-19
554,70,2024-03-22,2024-10-17
9869,181,2024-07-06,2024-12-11
6202,154,2023-10-13,2024-05-30
4648,75,2023-08-09,2024-11-29
9815,146,2023-10-14,2024-11-27
4605,131,2023-11-21,2024-03-13
127,131,2024-02-11,2024-11-15
8823,30,2024-11-14,2024-12-27
8152,73,2024-08-09,2024-09-06
7040,86,2022-04-22,2022-07-11
171,15,2022-02-03,2022-04-09
4275,18,2021-05-01,2022-04-15
1581,80,2024-12-17,2024-12-24
1751,101,2023-12-02,2024-10-23
112,187,2024-07-15,2024-11-27
7927,32,2024-03-29,2024-06-13
3099,189,2024-10-01,2024-12-28
9527,80,2022-04-10,2023-10-24
2860,50,2021-05-05,2021-09-15
167,196,2024-02-26,2024-05-26
9167,151,2024-08-03,2024-09-15
6321,181,2023-07-13,2024-02-10
9054,22,2022-03-29,2022-08-15
6296,64,2024-04-14,2024-07-19
50,117,2021-07-03,2022-01-26
1943,131,2020-07-11,2020-11-22
1995,74,2024-02-01,2024-10-24
211,32,2024-04-24,2024-11-07
7563,137,2022-08-19,2023-05-15
5600,146,2021-04-26,2021-07-13
2441,63,2020-05-02,2024-07-06
7489,90,2021-04-05,2022-12-28
2380,138,2021-03-11,2024-04-27
3809,12,2020-12-28,2024-11-18
7217,151,2021-12-26,2024-10-13
5630,137,2020-01-08,2024-11-01
247,108,2022-07-10,2024-05-11
543,195,2020-01-07,2020-06-18
2568,156,2024-01-21,2024-02-01
2284,2,2023-01-03,2023-10-17
571,94,2024-01-11,2024-12-03
7682,49,2020-06-11,2021-08-24
5086,101,2023-03-01,2024-06-01
4115,38,2020-11-25,2023-12-18
2189,163,2022-12-09,2023-08-26
5821,58,2021-07-17,2024-03-26
6614,39,2020-09-01,2022-01-07
4017,16,2022-03-14,2023-04-20
1551,126,2024-03-14,2024-10-18
424,37,2023-05-09,2023-10-13
524,86,2024-04-04,2024-08-12
2198,42,2020-10-31,2024-03-14
2888,109,2024-08-01,2024-11-16
3209,148,2022-11-03,2023-07-29
3246,13,2023-12-07,2024-05-07
5679,83,2023-11-09,2024-09-30
1540,44,2020-02-10,2020-03-27
7791,148,2023-10-10,2023-12-24
8882,138,2024-10-30,2024-11-14
2205,76,2023-08-23,2023-09-13
4011,25,2024-12-29,2024-12-29
3464,17,2020-04-05,2022-04-28
114,200,2022-03-08,2024-06-22
8476,93,2020-01-31,2021-09-15
2002,33,2022-11-30,2023-01-10
3898,17,2021-06-28,2024-02-25
7218,82,2022-10-21,2024-12-14
8064,101,2021-11-08,2023-01-17
8582,144,2023-01-13,2024-10-03
3469,55,2023-08-07,2023-11-11
3578,164,2021-01-17,2021-06-23
6468,156,2021-12-19,2023-07-27
7774,161,2022-02-16,2023-10-30
2423,147,2020-11-08,2021-06-25
3686,130,2022-10-26,2023-12-08
4130,24,2022-09-21,2023-08-13
3749,128,2023-04-28,2024-10-03
162,60,2024-12-17,2024-12-22
1174,45,2024-07-09,2024-11-03
8644,110,2020-11-17,2024-07-04
5314,132,2024-08-21,2024-12-09
8586,128,2022-07-28,2024-03-29
4061,147,2021-04-13,2024-05-03
4726,189,2024-03-09,2024-04-09
9228,12,2023-03-01,2024-01-31
6192,83,2021-08-08,2023-04-24
3037,190,2021-04-30,2023-03-10
8081,81,2023-12-01,2024-05-03
3508,33,2024-09-12,2024-10-26
9261,73,2021-04-22,2025-01-01
5091,79,2022-06-01,2024-04-03
5262,158,2021-01-30,2023-10-10
6953,157,2024-12-12,2024-12-26
2103,13,2020-12-29,2021-01-02
7822,68,2024-09-28,2024-10-16
8824,109,2020-08-22,2024-02-03
891,133,2020-07-14,2020-09-04
2093,151,2020-11-16,2022-11-26
1544,76,2020-01-30,2020-08-27
8559,19,2021-12-20,2023-06-19
5214,77,2023-07-27,2023-12-18
3745,40,2024-07-19,2024-11-13
9944,94,2024-12-03,2024-12-19
3391,107,2020-04-23,2024-12-26
289,129,2024-07-08,2024-08-11
2673,182,2020-08-16,2023-01-04
5165,172,2024-12-27,2024-12-29
316,53,2024-11-11,2024-12-14
4016,153,2024-09-28,2024-12-22
6354,177,2023-01-14,2023-06-21
4034,176,2020-05-17,2024-11-10
1581,8,2020-11-26,2023-08-20
2113,45,2022-12-31,2023-08-17
9431,39,2020-08-15,2023-07-08
1198,165,2022-09-02,2023-09-24
2075,125,2021-12-28,2022-11-12
894,86,2024-04-25,2024-12-28
5643,135,2023-10-04,2024-08-26
7203,190,2021-02-15,2023-04-30
9807,178,2020-11-22,2024-12-21
3908,159,2024-01-27,2024-02-23
6420,41,2021-07-17,2021-10-26
570,122,2020-09-25,2023-09-09
21,76,2020-07-09,2024-03-17
2593,167,2020-01-19,2023-09-01
4074,44,2022-12-05,2024-05-13
6248,126,2022-06-18,2024-11-02
1700,58,2020-09-15,2021-09-10
2869,52,2023-01-30,2023-04-19
4786,48,2022-01-06,2023-09-02
4283,23,2022-09-06,2022-10-11
2366,3,2021-07-10,2022-08-15
6450,74,2022-05-15,2024-02-02
3450,19,2024-01-11,2024-02-04
6048,9,2021-12-11,2021-12-29
5662,95,2022-08-20,2024-06-16
2989,92,2024-09-19,2024-09-26
3598,96,2023-10-23,2024-08-30
8374,4,2023-08-01,2024-06-12
3955,162,2021-02-19,2022-10-20
3354,106,2021-04-02,2024-03-11
2241,162,2024-11-29,2024-12-31
128,152,2023-11-12,2024-08-24
5778,41,2023-10-17,2024-08-07
4177,21,2022-05-13,2023-10-10
2748,78,2023-01-21,2024-08-01
9608,102,2022-07-09,2023-08-23
1736,129,2020-09-13,2021-07-25
4081,41,2024-03-31,2024-05-25
7702,97,2021-07-25,2024-04-29
4395,32,2022-11-25,2024-10-12
3625,56,2024-09-29,2024-11-07
984,128,2022-07-22,2023-03-23
1861,66,2021-05-23,2022-06-30
2279,148,2020-12-03,2024-05-23
3885,132,2022-07-10,2023-11-17
1762,190,2023-05-18,2024-12-25
7339,156,2021-08-04,2022-05-02
4726,184,2021-12-02,2022-08-05
5784,155,2022-07-23,2023-08-15
1888,14,2024-12-07,2024-12-18
6968,2,2023-02-16,2024-02-07
9799,43,2022-11-27,2024-09-27
9436,134,2025-01-01,2025-01-01
3148,130,2023-04-14,2024-05-21
2140,160,2020-12-13,2024-06-22
1929,33,2023-06-28,2023-11-09
3717,128,2024-09-09,2024-12-29
3408,127,2023-03-15,2023-10-02
6309,61,2024-01-12,2024-10-07
3927,144,2022-06-26,2023-10-30
2529,129,2020-03-18,2021-11-12
6908,9,2022-06-22,2023-01-15
421,135,2024-02-04,2024-09-09
3723,28,2022-08-29,2024-07-21
9138,184,2022-05-14,2024-04-10
586,120,2020-10-05,2023-11-15
785,66,2021-10-04,2023-10-13
3509,55,2020-02-19,2024-04-03
5126,86,2023-02-17,2024-09-06
515,158,2020-07-13,2021-08-22
8651,17,2020-08-08,2023-04-15
5660,137,2022-11-09,2023-01-06
4976,116,2020-06-16,2022-03-04
1433,140,2020-10-05,2021-02-18
3696,28,2024-10-19,2024-12-28
1296,141,2021-07-27,2023-06-30
3152,11,2021-11-20,2022-11-30
1206,162,2024-05-16,2024-09-26
7339,165,2021-04-29,2023-10-08
2597,95,2024-11-15,2024-11-18
8195,61,2024-03-29,2024-06-26
5355,79,2022-04-26,2023-05-16
8102,14,2024-10-22,2024-12-03
3971,195,2020-10-01,2022-03-25
6127,199,2023-01-05,2024-11-10
6126,31,2020-12-08,2021-05-16
4015,129,2023-12-03,2024-04-10
4887,142,2021-12-02,2024-12-13
5941,92,2020-09-12,2022-02-13
5213,159,2024-03-30,2024-06-29
3663,187,2022-03-29,2023-12-07
803,86,2024-01-16,2024-06-21
8136,121,2022-10-17,2024-02-25
6772,73,2023-06-25,2024-10-09
7545,154,2023-09-04,2024-12-11
5706,107,2020-06-07,2024-11-27
1769,9,2021-10-10,2023-06-09
6516,53,2022-08-13,2023-12-01
3340,108,2020-11-17,2023-06-30
6552,185,2021-09-21,2024-07-18
247,40,2021-02-04,2024-12-15
5405,176,2021-06-29,2022-07-20
9211,131,2020-06-08,2024-03-14
6115,14,2024-01-29,2024-04-08
811,179,2020-06-30,2020-12-13
6444,78,2024-11-21,2024-12-11
7494,82,2020-12-25,2024-04-27
239,139,2024-06-10,2024-06-18
8325,41,2022-05-03,2024-08-23
93,109,2020-09-11,2023-01-20
6036,65,2020-01-18,2024-04-08
1293,64,2021-12-09,2022-07-16
608,171,2021-04-06,2024-05-10
8986,113,2021-12-20,2022-04-20
3133,183,2023-05-21,2023-08-12
6397,85,2023-01-19,2024-01-27
4114,16,2022-09-04,2024-12-21
7106,83,2020-09-10,2024-03-07
1711,103,2021-06-14,2022-05-19
658,30,2023-08-13,2023-09-20
9276,180,2022-09-17,2023-04-16
234,82,2020-02-02,2024-07-01
6084,34,2024-01-13,2024-08-12
8258,47,2021-05-08,2024-01-09
6952,134,2024-04-20,2024-10-13
6756,68,2023-11-13,2024-08-08
7739,114,2024-07-21,2024-12-18
8345,172,2023-12-04,2024-11-08
7346,11,2022-04-20,2023-01-21
6962,148,2020-07-28,2024-01-10
6775,74,2020-01-26,2024-02-05
6270,188,2022-05-01,2024-09-18
9523,147,2020-07-11,2023-08-31
3382,67,2023-08-02,2024-08-22
5814,74,2023-07-13,2024-12-23
2853,168,2023-02-19,2023-12-14
479,195,2020-06-05,2023-02-16
7886,113,2024-12-13,2024-12-23
5659,97,2020-11-29,2022-12-09
1836,128,2020-04-15,2024-03-26
2123,54,2023-04-02,2023-12-28
3870,112,2020-09-17,2024-03-15
9127,133,2024-01-15,2024-03-19
8831,10,2023-06-06,2024-12-28
9094,135,2020-04-21,2021-07-10
3954,117,2024-04-12,2024-11-04
7476,74,2022-08-02,2023-09-16
4049,25,2024-12-05,2024-12-25
5285,119,2022-09-08,2023-04-20
6385,7,2021-01-20,2024-01-25
8850,9,2023-07-06,2024-08-16
5051,175,2020-06-03,2023-11-08
1679,74,2020-08-06,2021-09-20
5097,75,2022-04-08,2023-10-09
2291,25,2020-01-18,2020-06-11
2418,194,2020-09-17,2021-01-25
543,91,2023-02-20,2023-06-01
7520,174,2024-08-25,2024-09-14
9447,64,2024-12-29,2024-12-29
1987,128,2022-01-19,2022-09-11
2942,61,2023-04-10,2024-09-25
9470,160,2023-12-09,2024-11-18
3254,168,2022-09-14,2023-11-21
3804,32,2024-10-24,2024-10-28
5177,6,2023-10-02,2024-06-04
5618,132,2020-01-22,2022-01-16
366,144,2021-08-05,2023-01-17
4689,185,2020-02-04,2022-09-01
4306,81,2024-11-10,2024-12-31
4453,95,2022-01-11,2022-01-26
9461,17,2022-12-24,2023-12-02
6125,160,2022-10-19,2023-08-23
1795,85,2021-11-26,2023-01-08
1412,84,2022-06-27,2023-01-21
4336,194,2021-03-28,2021-08-16
4299,142,2020-10-09,2021-04-25
2671,69,2020-07-21,2023-03-06
7040,173,2024-10-11,2024-11-06
1781,119,2023-06-22,2023-08-02
7372,94,2022-04-29,2024-01-05
2541,179,2022-11-03,2023-07-27
1181,186,2023-05-07,2023-09-04
2689,200,2023-08-16,2024-05-31
745,155,2023-03-06,2023-06-05
126,168,2024-05-01,2024-08-11
115,127,2020-09-11,2024-01-14
2255,129,2024-08-17,2024-10-19
6426,126,2022-06-28,2022-10-18
29,61,2022-02-14,2022-08-28
4044,34,2022-01-10,2023-03-30
9896,144,2023-07-12,2024-06-03
6233,58,2021-09-15,2023-05-03
9901,74,2024-12-31,2025-01-01
5430,148,2020-04-18,2020-09-26
2952,163,2024-12-26,2025-01-01
7357,135,2023-05-23,2024-07-01
1647,141,2022-11-06,2024-10-25
1303,55,2021-10-27,2023-11-14
1576,192,2020-06-20,2023-05-22
5482,95,2020-05-01,2024-12-29
6517,136,2023-09-11,2024-08-08
2468,30,2020-07-05,2023-06-23
2563,144,2021-06-21,2024-10-01
3605,141,2020-07-31,2021-10-04
7387,196,2023-10-27,2024-03-10
3238,89,2020-01-08,2023-08-12
5147,92,2020-01-07,2020-11-20
9773,14,2023-01-19,2023-05-16
