GoodsID,Name,Weight,Quantity,Category,Price
4200,Sneakers,322,20754,Home Appliances,1923
4201,Bike,340,49877,Stationery,1434
4202,TV,405,13055,Electronics,645
4203,Earbuds,76,38262,Stationery,1398
4204,Headphones,117,11665,Health,1265
4205,TV,392,693,Books,1067
4206,Lamp,252,41641,Stationery,445
4207,Oven,412,48344,Fashion,194
4208,Blender,74,44768,Vehicle,1443
4209,Kettle,252,24534,Toys,1606
4210,Oven,330,4659,Books,127
4211,Vacuum Cleaner,78,44317,Electronics,43
4212,Kettle,440,33609,Books,833
4213,Headphones,320,12810,Health,1735
4214,Sneakers,386,21315,Books,224
4215,Air Purifier,134,15819,Health,733
4216,Coffee Maker,146,20839,Vehicle,724
4217,Coffee Maker,236,11821,Health,1343
4218,Mask,170,14163,Books,1630
4219,Kettle,414,22447,Books,114
4220,Lamp,354,20839,Sports Equipment,532
4221,Air Purifier,465,2352,Books,445
4222,Kettle,125,18629,Sports Equipment,1593
4223,Water Filter,346,46572,Home Appliances,1557
4224,Speaker,263,28842,Vehicle,651
4225,Watch,431,45837,Home Appliances,1660
4226,Bike,253,6224,Sports Equipment,1689
4227,Charger,247,17211,Books,1289
4228,Water Filter,299,5671,Sports Equipment,890
4229,Water Filter,357,47379,Electronics,264
4230,Vacuum Cleaner,415,48772,Home Appliances,1812
4231,Bike,361,44136,Fashion,485
4232,TV,305,27194,Home Appliances,1185
4233,Shirt,198,13848,Stationery,1024
4234,Monitor,270,16734,Books,58
4235,Shirt,292,42078,Food,892
4236,Vacuum Cleaner,70,12810,Vehicle,1819
4237,Bike,273,26033,Vehicle,1883
4238,Speaker,215,9490,Fashion,329
4239,Earbuds,222,116,Sports Equipment,837
4240,Air Purifier,353,30048,Food,1753
4241,Water Filter,168,10997,Sports Equipment,507
4242,Air Purifier,450,5097,Toys,50
4243,Headphones,384,16124,Vehicle,1527
4244,TV,200,12182,Food,1137
4245,Monitor,71,3694,Home Appliances,796
4246,Coffee Maker,239,23502,Vehicle,1555
4247,Air Purifier,205,17037,Health,1498
4248,Water Filter,325,13747,Home Appliances,736
4249,Mask,254,30033,Fashion,377
4250,Gaming Mouse,313,39611,Books,442
4251,Gaming Mouse,348,4650,Food,1025
4252,Water Filter,220,17571,Food,1031
4253,Bike,332,48000,Cosmetics,1026
4254,Mask,164,11821,Stationery,1017
4255,Headphones,420,30739,Vehicle,308
4256,Headphones,382,28941,Health,1307
4257,Lamp,167,20967,Home Appliances,1185
4258,Monitor,381,48003,Vehicle,654
4259,Speaker,459,600,Books,351
4260,Vacuum Cleaner,117,48850,Cosmetics,1095
4261,Smartwatch,154,6015,Sports Equipment,1257
4262,Coffee Maker,391,37860,Sports Equipment,1414
4263,Water Filter,117,41552,Home Appliances,519
4264,Oven,173,18366,Sports Equipment,1187
4265,Earbuds,156,36682,Home Appliances,1262
4266,Vacuum Cleaner,221,38757,Vehicle,1216
4267,Air Purifier,221,14617,Sports Equipment,907
4268,Blender,384,44136,Health,1850
4269,Watch,445,46206,Vehicle,1629
4270,Watch,85,18629,Toys,1021
4271,Air Purifier,62,28941,Food,493
4272,Charger,459,14163,Stationery,1309
4273,Smartwatch,289,14163,Fashion,1813
4274,Charger,184,36636,Stationery,1421
4275,Speaker,218,4634,Books,36
4276,Shirt,93,5051,Cosmetics,403
4277,Smartwatch,441,47843,Home Appliances,1021
4278,Headphones,309,31362,Toys,317
4279,Speaker,474,24646,Books,1759
4280,Charger,82,44677,Books,981
4281,Oven,490,116,Food,1134
4282,Vacuum Cleaner,267,44009,Stationery,182
4283,Air Purifier,57,42078,Stationery,392
4284,Bike,278,13055,Stationery,782
4285,Vacuum Cleaner,293,9066,Fashion,1325
4286,Gaming Mouse,303,38564,Vehicle,1567
4287,Watch,375,5097,Fashion,1689
4288,Earbuds,342,18831,Toys,631
4289,Headphones,115,21951,Home Appliances,1243
4290,Kettle,381,25177,Books,1087
4291,Water Filter,193,10407,Home Appliances,1897
4292,Watch,384,28460,Home Appliances,1907
4293,Earbuds,168,45117,Fashion,1017
4294,Shirt,323,48344,Books,1234
4295,Sneakers,454,44038,Health,1454
4296,Kettle,407,5799,Sports Equipment,1871
4297,Earbuds,396,8286,Electronics,1026
4298,Air Purifier,82,1701,Cosmetics,1136
4299,Bike,475,34376,Toys,1243
4300,Gaming Mouse,454,26033,Vehicle,90
4301,Oven,158,30922,Health,1944
4302,Watch,306,38262,Toys,732
4303,Blender,448,11821,Stationery,1035
4304,Speaker,259,29765,Vehicle,733
4305,Sneakers,66,42775,Food,151
4306,Earbuds,409,10183,Electronics,1431
4307,Air Purifier,364,48344,Food,981
4308,Blender,236,102,Health,170
4309,Watch,385,36842,Cosmetics,950
4310,Air Purifier,279,30739,Stationery,1058
4311,Shirt,380,4150,Electronics,769
4312,Air Purifier,138,27373,Sports Equipment,830
4313,Bike,157,624,Health,96
4314,TV,254,30033,Books,1021
4315,Blender,268,12812,Sports Equipment,1852
4316,Lamp,219,4519,Stationery,1034
4317,Earbuds,420,10876,Toys,621
4318,Lamp,122,16891,Food,1404
4319,Water Filter,126,10763,Vehicle,135
4320,Water Filter,203,48030,Stationery,212
4321,Blender,354,21602,Health,441
4322,Air Purifier,378,28010,Food,1900
4323,Air Purifier,197,29071,Vehicle,347
4324,Charger,259,23502,Electronics,730
4325,Water Filter,276,31575,Cosmetics,1890
4326,Blender,437,38597,Electronics,1040
4327,Sneakers,193,43752,Toys,617
4328,Coffee Maker,159,15287,Fashion,1671
4329,Shirt,220,26588,Electronics,842
4330,Sneakers,112,19381,Health,1881
4331,Mask,63,12810,Home Appliances,1691
4332,Mask,348,5020,Sports Equipment,1764
4333,Vacuum Cleaner,184,1696,Electronics,373
4334,Air Purifier,292,4372,Health,126
4335,Sneakers,222,22447,Electronics,86
4336,Bike,203,10275,Toys,223
4337,Watch,168,18622,Food,654
4338,Bike,155,37611,Stationery,1252
4339,Shirt,164,2892,Vehicle,879
4340,Lamp,218,14609,Books,1455
4341,Air Purifier,218,31135,Fashion,1990
4342,Watch,239,8644,Cosmetics,1127
4343,Speaker,51,39499,Sports Equipment,832
4344,Mask,273,36384,Toys,705
4345,Kettle,488,29071,Stationery,597
4346,Blender,449,36366,Toys,492
4347,Oven,82,27151,Cosmetics,802
4348,Sneakers,267,38913,Books,898
4349,TV,283,46404,Books,353
4350,Lamp,387,40784,Electronics,580
4351,Oven,295,44892,Fashion,1311
4352,Monitor,108,12065,Health,362
4353,Smartwatch,492,22447,Electronics,1025
4354,Charger,78,6354,Toys,1326
4355,Watch,170,36400,Health,585
4356,Earbuds,214,8286,Cosmetics,919
4357,Headphones,163,49899,Food,1760
4358,Kettle,203,7788,Stationery,949
4359,Smartwatch,68,914,Fashion,393
4360,Water Filter,220,17508,Toys,1673
4361,Monitor,325,29164,Stationery,320
4362,Water Filter,92,35649,Fashion,1394
4363,Coffee Maker,254,12927,Food,970
4364,Monitor,175,15287,Home Appliances,447
4365,Headphones,214,48000,Stationery,1641
4366,Mask,363,7456,Cosmetics,138
4367,Watch,292,21039,Health,1580
4368,Speaker,259,24269,Health,1964
4369,Watch,432,15880,Sports Equipment,19
4370,Blender,395,5317,Vehicle,1025
4371,Blender,305,49241,Food,662
4372,Lamp,159,4616,Fashion,1336
4373,Watch,257,10275,Cosmetics,438
4374,Earbuds,475,9898,Toys,623
4375,Sneakers,305,41552,Books,1010
4376,Air Purifier,339,13320,Food,1456
4377,Water Filter,315,18180,Home Appliances,875
4378,Coffee Maker,419,31362,Vehicle,1044
4379,Monitor,155,14154,Health,419
4380,Oven,319,37943,Stationery,42
4381,Headphones,448,18433,Home Appliances,1766
4382,Air Purifier,378,28882,Toys,83
4383,Sneakers,140,22238,Sports Equipment,1830
4384,Headphones,221,1097,Electronics,716
4385,Water Filter,465,25156,Health,266
4386,Coffee Maker,208,35535,Health,1395
4387,TV,68,41315,Sports Equipment,1512
4388,Monitor,386,2808,Fashion,1025
4389,Coffee Maker,252,14154,Vehicle,1872
4390,Lamp,57,11445,Stationery,297
4391,Water Filter,489,12927,Food,1561
4392,Charger,273,36682,Fashion,1518
4393,Mask,153,9490,Stationery,671
4394,Earbuds,250,36384,Sports Equipment,317
4395,Blender,375,869,Food,1108
4396,Coffee Maker,233,38913,Food,498
4397,Oven,493,8483,Sports Equipment,1742
4398,Charger,214,13403,Home Appliances,1480
4399,Speaker,397,27533,Cosmetics,954
4400,Lamp,346,15287,Vehicle,1489
4401,TV,268,28842,Electronics,742
4402,Shirt,365,30739,Health,1435
4403,Bike,158,27786,Food,1636
4404,Water Filter,96,49241,Books,1707
4405,Water Filter,99,17652,Sports Equipment,1920
4406,Speaker,381,31362,Books,665
4407,Shirt,480,41429,Vehicle,634
4408,Headphones,118,46924,Home Appliances,1381
4409,Water Filter,391,43087,Fashion,603
4410,Gaming Mouse,100,44677,Books,1170
4411,Vacuum Cleaner,359,32095,Toys,1653
4412,Bike,65,35648,Sports Equipment,1168
4413,Sneakers,118,33811,Food,1497
4414,Vacuum Cleaner,96,41809,Stationery,298
4415,Sneakers,222,14163,Cosmetics,1563
4416,Smartwatch,258,28941,Food,1021
4417,Bike,471,21041,Electronics,201
4418,Water Filter,475,22026,Health,1304
4419,Lamp,190,8823,Sports Equipment,441
4420,Air Purifier,142,30816,Food,1152
4421,Monitor,246,11400,Toys,1081
4422,Shirt,222,1696,Books,1529
4423,Blender,396,37224,Home Appliances,644
4424,Mask,163,46924,Vehicle,770
4425,Water Filter,155,693,Vehicle,792
4426,TV,449,11708,Stationery,332
4427,Oven,198,36665,Sports Equipment,1045
4428,Sneakers,133,28700,Electronics,65
4429,Speaker,152,14154,Sports Equipment,981
4430,Speaker,282,30323,Cosmetics,1180
4431,Water Filter,323,21602,Books,821
4432,Watch,259,44006,Toys,1991
4433,Watch,439,6001,Stationery,1894
4434,Gaming Mouse,342,3345,Stationery,1473
4435,Watch,181,18622,Stationery,631
4436,Oven,214,12409,Home Appliances,1223
4437,Monitor,156,16734,Home Appliances,1575
4438,TV,186,46751,Health,1845
4439,Lamp,340,36384,Toys,1848
4440,Watch,221,8553,Vehicle,1820
4441,Monitor,197,20318,Home Appliances,1319
4442,Mask,238,17508,Stationery,1945
4443,Vacuum Cleaner,418,34472,Vehicle,865
4444,Kettle,353,8478,Fashion,1857
4445,Monitor,254,36920,Fashion,572
4446,Sneakers,353,853,Sports Equipment,1308
4447,Speaker,259,4717,Sports Equipment,502
4448,Bike,276,36400,Toys,681
4449,Air Purifier,326,2850,Toys,443
4450,Monitor,85,32235,Toys,749
4451,Water Filter,81,24618,Stationery,301
4452,Coffee Maker,322,1701,Food,1212
4453,Sneakers,330,48600,Sports Equipment,1419
4454,Kettle,221,38268,Home Appliances,575
4455,Water Filter,490,21315,Food,143
4456,Vacuum Cleaner,268,8823,Food,1717
4457,Smartwatch,234,43752,Home Appliances,1432
4458,TV,462,41922,Sports Equipment,1422
4459,Gaming Mouse,253,45334,Toys,371
4460,Shirt,429,24295,Electronics,623
4461,Watch,432,6519,Home Appliances,1760
4462,Blender,471,31362,Food,1092
4463,Earbuds,344,47539,Fashion,624
4464,Watch,358,38985,Electronics,209
4465,Vacuum Cleaner,353,47758,Health,999
4466,Shirt,222,3998,Fashion,1593
4467,Watch,89,42595,Stationery,1890
4468,Bike,134,30033,Toys,173
4469,Oven,311,20868,Fashion,1109
4470,Headphones,238,12409,Home Appliances,1167
4471,Bike,173,29765,Books,1779
4472,Sneakers,447,28882,Stationery,1245
4473,Bike,375,31407,Electronics,660
4474,Gaming Mouse,179,600,Toys,1969
4475,Air Purifier,199,4634,Books,323
4476,Charger,156,257,Sports Equipment,1015
4477,Speaker,221,20868,Home Appliances,866
4478,Monitor,414,2199,Fashion,1546
4479,Earbuds,192,20594,Sports Equipment,1675
4480,Watch,70,2352,Sports Equipment,927
4481,Coffee Maker,479,37224,Fashion,1405
4482,Air Purifier,57,22277,Food,1700
4483,Smartwatch,364,8607,Electronics,247
4484,Headphones,452,49004,Vehicle,1762
4485,Gaming Mouse,387,26033,Health,272
4486,Smartwatch,273,30816,Food,1454
4487,Kettle,254,37860,Fashion,77
4488,Lamp,383,48600,Sports Equipment,1765
4489,Blender,159,33110,Books,420
4490,Speaker,288,6604,Sports Equipment,108
4491,Earbuds,472,34692,Health,1572
4492,Monitor,108,27533,Cosmetics,1077
4493,Coffee Maker,198,36328,Vehicle,1589
4494,Mask,176,3998,Fashion,1455
4495,Air Purifier,215,13403,Sports Equipment,1030
4496,Watch,255,48772,Home Appliances,1705
4497,Mask,173,3779,Fashion,313
4498,Charger,253,20021,Health,595
4499,Vacuum Cleaner,403,49241,Health,704
4500,Smartwatch,387,20318,Electronics,1390
4501,Mask,445,3779,Books,257
4502,Monitor,423,37702,Home Appliances,292
4503,Water Filter,381,38769,Stationery,1826
4504,Monitor,280,32095,Fashion,1408
4505,Bike,259,23125,Fashion,1949
4506,Headphones,263,14154,Sports Equipment,593
4507,Kettle,455,38364,Electronics,547
4508,Vacuum Cleaner,257,25177,Books,1217
4509,Monitor,236,9494,Toys,1049
4510,Mask,313,5671,Home Appliances,970
4511,Monitor,372,44892,Sports Equipment,419
4512,Sneakers,329,13456,Fashion,327
4513,Mask,78,33110,Cosmetics,26
4514,Speaker,418,1528,Books,381
4515,Oven,134,27151,Electronics,1476
4516,Charger,353,42412,Electronics,150
4517,TV,87,940,Food,82
4518,Gaming Mouse,414,33128,Cosmetics,752
4519,Blender,219,44006,Books,73
4520,Speaker,133,38262,Health,153
4521,Vacuum Cleaner,448,3352,Toys,44
4522,Smartwatch,472,30863,Stationery,1042
4523,Speaker,358,5629,Cosmetics,1040
4524,Headphones,71,34376,Books,719
4525,Watch,380,31806,Health,849
4526,Coffee Maker,57,21951,Fashion,1564
4527,Mask,436,28499,Books,949
4528,Lamp,461,43956,Toys,1961
4529,Vacuum Cleaner,68,47970,Fashion,1781
4530,Vacuum Cleaner,184,1507,Stationery,949
4531,TV,115,12188,Health,538
4532,Coffee Maker,89,3270,Books,241
4533,Blender,387,14617,Vehicle,1298
4534,Air Purifier,180,48003,Food,1311
4535,Charger,375,17821,Vehicle,116
4536,Monitor,445,35535,Books,467
4537,Water Filter,312,17037,Vehicle,769
4538,Earbuds,463,37702,Home Appliances,1443
4539,Mask,164,10216,Food,1824
4540,Watch,147,44892,Health,760
4541,Blender,342,6015,Electronics,1818
4542,Coffee Maker,219,15880,Books,1363
4543,Kettle,369,11445,Cosmetics,737
4544,Earbuds,260,30853,Stationery,1729
4545,Oven,426,42392,Health,833
4546,Earbuds,173,518,Vehicle,917
4547,Sneakers,426,49241,Sports Equipment,1071
4548,Charger,239,12800,Fashion,943
4549,Speaker,329,38988,Toys,322
4550,Kettle,378,34611,Stationery,1261
4551,Headphones,381,12182,Stationery,488
4552,Air Purifier,113,34127,Toys,166
4553,Headphones,283,30212,Fashion,933
4554,Shirt,479,46692,Food,448
4555,Smartwatch,213,1528,Books,601
4556,Bike,467,853,Sports Equipment,613
4557,Gaming Mouse,283,36690,Food,1533
4558,Kettle,112,102,Books,1129
4559,Air Purifier,283,40333,Stationery,1719
4560,Kettle,288,33143,Fashion,1168
4561,Coffee Maker,96,37702,Cosmetics,1710
4562,Air Purifier,378,30323,Health,1757
4563,Headphones,467,20868,Stationery,1542
4564,Blender,214,6224,Vehicle,687
4565,Blender,300,45117,Books,905
4566,Water Filter,412,34472,Home Appliances,1038
4567,Lamp,219,45837,Cosmetics,857
4568,Bike,146,3535,Vehicle,1517
4569,Smartwatch,236,24706,Cosmetics,182
4570,Mask,116,42078,Home Appliances,1748
4571,Kettle,77,33110,Food,998
4572,Coffee Maker,463,33141,Home Appliances,466
4573,Earbuds,313,16734,Health,891
4574,Shirt,232,17508,Toys,949
4575,Kettle,449,4765,Books,432
4576,Kettle,220,40528,Cosmetics,1444
4577,Water Filter,310,13804,Food,1244
4578,Shirt,283,4150,Sports Equipment,436
4579,Lamp,159,20594,Cosmetics,1206
4580,Headphones,436,27490,Food,1899
4581,Monitor,397,46563,Home Appliances,971
4582,Shirt,386,32235,Toys,1133
4583,Water Filter,379,6015,Toys,503
4584,Headphones,91,24534,Food,1989
4585,Headphones,156,29319,Home Appliances,587
4586,Smartwatch,306,26636,Vehicle,1095
4587,Gaming Mouse,263,3352,Toys,284
4588,Speaker,166,37702,Stationery,1197
4589,Charger,232,11665,Health,1769
4590,Oven,254,44768,Health,1689
4591,Bike,165,6001,Cosmetics,1847
4592,Watch,420,7456,Cosmetics,605
4593,Water Filter,250,20522,Health,100
4594,Oven,236,27194,Books,1628
4595,Shirt,184,37611,Vehicle,549
4596,Mask,234,3535,Home Appliances,277
4597,Vacuum Cleaner,499,6441,Cosmetics,716
4598,Mask,423,624,Stationery,143
4599,Watch,179,35648,Health,163
4600,Bike,139,46589,Health,1649
4601,Kettle,459,27786,Vehicle,1159
4602,Speaker,120,8644,Health,1905
4603,TV,112,5097,Fashion,165
4604,Kettle,438,47970,Toys,1417
4605,Smartwatch,375,21614,Stationery,1959
4606,Mask,100,14163,Fashion,305
4607,Speaker,401,42412,Food,155
4608,TV,412,24985,Health,766
4609,Speaker,100,36636,Vehicle,1912
4610,TV,472,12197,Home Appliances,672
4611,Kettle,418,10128,Books,1307
4612,Smartwatch,93,9447,Fashion,979
4613,Vacuum Cleaner,95,39499,Sports Equipment,737
4614,Blender,362,29071,Food,1523
4615,Water Filter,465,15025,Vehicle,219
4616,Earbuds,461,37943,Vehicle,183
4617,Air Purifier,283,43087,Food,214
4618,Lamp,250,12818,Sports Equipment,1172
4619,Kettle,268,34649,Health,843
4620,Mask,438,37872,Fashion,1189
4621,Headphones,364,46734,Toys,1889
4622,Sneakers,352,18572,Toys,931
4623,Blender,279,32173,Food,786
4624,Watch,250,2850,Books,1460
4625,Speaker,440,26185,Sports Equipment,1768
4626,Blender,361,42656,Food,1761
4627,Coffee Maker,357,48369,Cosmetics,381
4628,Shirt,463,590,Home Appliances,1376
4629,Charger,465,3352,Sports Equipment,659
4630,Shirt,122,12065,Vehicle,1224
4631,Gaming Mouse,70,102,Sports Equipment,1058
4632,Water Filter,348,20868,Cosmetics,1270
4633,Mask,358,14949,Food,1276
4634,TV,194,41315,Food,1411
4635,Oven,423,30724,Toys,508
4636,Oven,270,10058,Toys,224
4637,Speaker,192,29927,Toys,246
4638,Gaming Mouse,280,19423,Toys,1213
4639,Coffee Maker,471,20522,Toys,1278
4640,Shirt,93,6224,Sports Equipment,1569
4641,Sneakers,106,39499,Home Appliances,1212
4642,Water Filter,134,39235,Vehicle,829
4643,TV,294,10763,Vehicle,597
4644,Watch,420,9898,Stationery,944
4645,Gaming Mouse,91,25287,Home Appliances,95
4646,TV,311,36400,Cosmetics,80
4647,Monitor,381,3352,Health,66
4648,Bike,375,33043,Vehicle,440
4649,Watch,432,49004,Toys,935
4650,Oven,216,36636,Vehicle,295
4651,Monitor,126,13804,Electronics,138
4652,Sneakers,107,20318,Electronics,1389
4653,Blender,279,20318,Fashion,235
4654,Watch,346,41797,Food,364
4655,Monitor,364,26185,Food,1956
4656,Kettle,108,32235,Home Appliances,421
4657,Oven,125,6520,Food,673
4658,Air Purifier,415,43625,Cosmetics,1957
4659,Vacuum Cleaner,223,46734,Books,1904
4660,Water Filter,499,48850,Health,1153
4661,Charger,158,37943,Cosmetics,1881
4662,Smartwatch,283,49399,Electronics,1597
4663,Vacuum Cleaner,267,20754,Electronics,1125
4664,Monitor,414,8607,Sports Equipment,1727
4665,Lamp,76,34701,Toys,222
4666,Bike,193,9494,Toys,987
4667,Blender,325,47758,Fashion,1183
4668,Shirt,278,42681,Books,1551
4669,Earbuds,153,25177,Toys,1418
4670,Blender,159,27373,Vehicle,390
4671,Sneakers,133,29927,Cosmetics,1083
4672,Coffee Maker,309,17571,Vehicle,902
4673,Monitor,84,7204,Sports Equipment,1817
4674,Lamp,407,17211,Stationery,1528
4675,Watch,352,49877,Cosmetics,688
4676,Mask,105,42595,Stationery,1706
4677,Gaming Mouse,267,42656,Home Appliances,347
4678,Air Purifier,354,3270,Cosmetics,1483
4679,Mask,311,5020,Sports Equipment,919
4680,Water Filter,168,39338,Food,95
4681,Water Filter,385,38268,Stationery,1203
4682,Charger,399,47970,Home Appliances,1307
4683,Air Purifier,363,14609,Health,1513
4684,Gaming Mouse,278,45720,Fashion,365
4685,Earbuds,208,26636,Books,173
4686,Charger,343,13764,Health,1325
4687,Gaming Mouse,426,41641,Stationery,1620
4688,Water Filter,208,17211,Electronics,75
4689,Bike,339,16475,Books,1930
4690,Smartwatch,352,32595,Food,82
4691,Lamp,198,18855,Stationery,1785
4692,Water Filter,315,12592,Cosmetics,1457
4693,Kettle,311,27490,Food,1789
4694,Blender,286,18433,Fashion,1175
4695,Mask,242,25287,Books,706
4696,Headphones,70,914,Electronics,620
4697,Gaming Mouse,112,40333,Fashion,471
4698,Gaming Mouse,192,36665,Vehicle,1460
4699,Charger,90,24269,Books,123
4700,Kettle,80,38146,Cosmetics,957
4701,Watch,190,29765,Cosmetics,455
4702,Monitor,268,18647,Electronics,1835
4703,Vacuum Cleaner,460,34766,Food,620
4704,Watch,268,38364,Cosmetics,1512
4705,Vacuum Cleaner,70,41641,Food,1363
4706,Coffee Maker,253,48772,Vehicle,243
4707,Vacuum Cleaner,382,9464,Cosmetics,1507
4708,Coffee Maker,233,12197,Toys,1142
4709,Vacuum Cleaner,361,16986,Food,1236
4710,Charger,447,48772,Toys,706
4711,TV,464,7527,Sports Equipment,1270
4712,Kettle,412,3352,Home Appliances,646
4713,Kettle,117,13418,Sports Equipment,182
4714,TV,115,16986,Fashion,423
4715,TV,343,47539,Vehicle,250
4716,TV,342,38268,Toys,132
4717,Lamp,220,3352,Cosmetics,1264
4718,Sneakers,412,11445,Vehicle,1953
4719,Watch,396,47970,Cosmetics,432
4720,Charger,220,36636,Toys,120
4721,Gaming Mouse,454,43752,Stationery,1948
4722,Earbuds,415,37224,Health,21
4723,Kettle,272,40694,Toys,1829
4724,Mask,146,35648,Fashion,539
4725,Smartwatch,332,37298,Toys,1637
4726,Vacuum Cleaner,476,6224,Home Appliances,885
4727,Charger,357,17508,Fashion,864
4728,Earbuds,382,15963,Fashion,388
4729,Shirt,365,4717,Cosmetics,1898
4730,Air Purifier,170,19764,Electronics,547
4731,Speaker,308,47758,Home Appliances,986
4732,Blender,176,34127,Stationery,54
4733,Watch,382,28700,Vehicle,184
4734,Shirt,90,22666,Health,318
4735,Sneakers,316,41429,Fashion,344
4736,Kettle,420,23125,Electronics,734
4737,Monitor,57,41922,Books,1271
4738,Watch,208,32657,Home Appliances,1206
4739,Gaming Mouse,259,21315,Books,1099
4740,Water Filter,273,6190,Vehicle,740
4741,Smartwatch,429,48216,Vehicle,384
4742,Kettle,254,27151,Cosmetics,848
4743,Bike,87,30132,Books,912
4744,Watch,290,31806,Food,178
4745,Earbuds,465,34608,Food,1248
4746,Gaming Mouse,263,44068,Fashion,440
4747,Speaker,449,24646,Health,189
4748,Bike,361,18433,Home Appliances,608
4749,Watch,86,48003,Toys,141
4750,Bike,329,33141,Electronics,1522
4751,Bike,270,27633,Food,1601
4752,Charger,365,16891,Health,1313
4753,Blender,293,30853,Sports Equipment,758
4754,Charger,246,21041,Sports Equipment,1748
4755,Earbuds,283,36842,Food,1982
4756,Mask,253,8607,Health,964
4757,Headphones,311,41315,Cosmetics,332
4758,Lamp,94,47539,Fashion,934
4759,Kettle,291,46924,Cosmetics,1598
4760,Bike,267,17037,Home Appliances,568
4761,Smartwatch,51,8471,Home Appliances,998
4762,Earbuds,292,49929,Food,1083
4763,Sneakers,111,39611,Health,238
4764,Water Filter,154,46387,Home Appliances,1969
4765,Vacuum Cleaner,340,18572,Books,728
4766,Coffee Maker,311,22666,Books,1493
4767,Water Filter,242,19423,Stationery,168
4768,Speaker,194,6224,Electronics,655
4769,Earbuds,387,41809,Health,236
4770,Earbuds,449,5317,Books,419
4771,Speaker,173,6224,Food,997
4772,Charger,198,3877,Home Appliances,574
4773,Charger,344,36665,Home Appliances,1673
4774,Air Purifier,170,44006,Health,1161
4775,Coffee Maker,218,5105,Home Appliances,471
4776,Mask,207,21951,Food,1555
4777,Lamp,388,27474,Home Appliances,588
4778,Shirt,412,15396,Cosmetics,654
4779,Smartwatch,297,38262,Fashion,1960
4780,Shirt,147,12182,Books,1236
4781,Smartwatch,445,28752,Fashion,878
4782,Coffee Maker,254,10407,Vehicle,241
4783,Charger,91,27672,Stationery,1135
4784,Mask,474,9490,Fashion,1039
4785,Gaming Mouse,255,37702,Home Appliances,230
4786,Watch,263,38564,Books,574
4787,Vacuum Cleaner,155,8413,Food,426
4788,Lamp,493,16222,Sports Equipment,1665
4789,Earbuds,291,39611,Food,1499
4790,Smartwatch,382,11398,Stationery,1958
4791,Headphones,415,17037,Stationery,856
4792,Water Filter,210,3614,Food,1671
4793,Watch,116,2788,Fashion,628
4794,Kettle,346,4616,Stationery,669
4795,Speaker,489,10876,Toys,22
4796,Charger,165,43752,Books,1334
4797,Shirt,243,38564,Food,542
4798,Bike,325,41552,Health,1224
4799,Blender,340,36665,Sports Equipment,798
4800,Mask,382,13456,Home Appliances,983
4801,TV,152,46924,Electronics,1035
4802,Coffee Maker,357,13403,Food,1450
4803,Monitor,215,40528,Books,1528
4804,Shirt,354,12424,Home Appliances,295
4805,Shirt,415,35199,Sports Equipment,1839
4806,TV,218,36328,Electronics,1536
4807,Kettle,125,16475,Fashion,986
4808,Blender,182,2788,Sports Equipment,280
4809,TV,306,914,Books,1833
4810,Mask,461,32595,Food,1145
4811,Headphones,254,24240,Sports Equipment,423
4812,Coffee Maker,158,43532,Cosmetics,1499
4813,Mask,327,3694,Electronics,948
4814,Sneakers,439,25822,Stationery,320
4815,Coffee Maker,339,15819,Books,359
4816,Blender,401,2850,Home Appliances,1385
4817,Oven,455,44068,Vehicle,1350
4818,Bike,329,32173,Home Appliances,715
4819,Lamp,497,2577,Home Appliances,449
4820,Kettle,87,30863,Fashion,396
4821,Gaming Mouse,165,47379,Toys,1520
4822,Speaker,250,8644,Toys,1079
4823,Blender,94,48344,Books,1485
4824,Oven,267,27510,Toys,1855
4825,Blender,283,46692,Sports Equipment,1019
4826,Monitor,314,43208,Sports Equipment,944
4827,Gaming Mouse,399,5051,Health,1147
4828,Sneakers,432,41429,Toys,803
4829,TV,384,13418,Health,353
4830,Water Filter,51,13456,Cosmetics,1538
4831,Kettle,89,18572,Toys,1871
4832,Smartwatch,418,6400,Sports Equipment,1933
4833,Oven,279,48600,Vehicle,931
4834,Coffee Maker,423,33164,Electronics,1638
4835,Smartwatch,359,3864,Cosmetics,1711
4836,Sneakers,139,14154,Fashion,1361
4837,Smartwatch,231,19950,Health,748
4838,Earbuds,448,17652,Electronics,1939
4839,Speaker,156,26588,Home Appliances,1505
4840,Coffee Maker,71,43956,Electronics,250
4841,Coffee Maker,89,13747,Vehicle,1976
4842,Bike,218,31832,Books,689
4843,Lamp,226,18855,Sports Equipment,1201
4844,Earbuds,475,11624,Electronics,136
4845,Shirt,145,9326,Home Appliances,1171
4846,Blender,432,17821,Health,385
4847,Vacuum Cleaner,465,38146,Toys,1273
4848,Sneakers,203,12175,Home Appliances,1825
4849,Blender,98,28499,Stationery,1661
4850,Monitor,311,20318,Electronics,686
4851,Air Purifier,340,11400,Toys,777
4852,Earbuds,223,38757,Vehicle,1433
4853,Oven,463,36400,Books,1429
4854,Speaker,292,21315,Books,415
4855,TV,308,24295,Vehicle,132
4856,Earbuds,52,33110,Cosmetics,1278
4857,Gaming Mouse,280,6441,Fashion,622
4858,Smartwatch,361,47539,Toys,677
4859,Mask,155,39499,Stationery,1690
4860,Speaker,396,9574,Sports Equipment,1582
4861,Earbuds,82,21041,Cosmetics,870
4862,Water Filter,265,37702,Sports Equipment,757
