ContainerID,GoodsID,Quantity
23282,15608,116
63519,44027,424
75410,3668,51
58084,21888,267
143516,15709,334
191321,39651,131
49413,816,100
139351,41295,425
157695,34571,472
33976,33879,163
130180,18577,210
23054,10873,220
86827,14469,448
196921,33585,393
19228,47999,471
58987,43041,398
177384,35272,172
23730,42045,453
181948,4414,408
13799,18875,228
82993,19325,243
30226,23528,71
185111,48940,373
105580,25791,16
116473,7327,73
55270,37695,241
174231,29459,176
57214,15871,251
121304,39321,185
51157,44404,62
49376,47874,46
133400,23351,115
159351,12929,60
198162,43603,463
199495,41933,173
51899,2881,215
109242,9281,56
132105,37192,76
45836,45845,95
97793,29133,255
26726,6,140
82856,32916,430
95341,38531,177
111545,16721,273
135933,34871,254
165747,18811,275
178807,47813,273
188575,20078,245
174679,24475,138
181702,34077,360
60825,17072,309
56981,37427,430
46074,18594,232
34696,29298,64
63857,10226,170
69702,22248,240
126736,38394,391
63424,22881,87
8130,5922,360
129365,27331,360
28531,28908,389
115876,7055,452
79680,21891,128
60899,49784,232
136370,10045,27
98145,22848,151
92570,39923,94
138216,11154,53
21879,48005,332
134465,44568,224
90350,44288,54
93830,37544,133
193577,8685,123
146114,6982,338
33522,7721,212
41800,35079,98
38346,23907,262
186570,15201,294
84747,47349,468
10734,40713,72
133175,23845,76
13515,15840,367
170910,45747,446
86049,29820,102
11780,12789,358
22638,9279,236
197798,26290,195
4540,22126,441
37403,18173,245
44432,46678,51
100514,38771,455
60474,40511,185
44235,9818,127
93705,38047,355
113924,34396,186
92054,40001,272
24393,2680,377
113426,11529,318
199397,40807,186
140078,14904,276
65255,36560,403
123040,2680,382
12054,36389,232
113678,34468,271
127276,47587,51
154238,1009,147
73907,12301,181
125409,44274,383
97881,39750,462
21480,27217,15
33595,1978,126
136696,31052,27
86566,1313,121
177491,42251,373
29719,35308,223
192989,36236,490
63882,31116,259
140703,5382,258
181178,33591,317
155210,39985,379
9461,42342,391
173667,36445,124
160154,44311,99
81210,42014,76
59251,47986,97
73653,34317,294
50016,38756,226
181495,6016,256
179147,43528,321
198861,21588,395
146060,19885,477
67789,427,301
84502,33965,168
76553,40145,115
60652,48603,398
108738,41103,156
102763,8515,497
22199,40633,482
4636,35742,194
183798,22517,65
47322,6592,105
129326,34372,149
136679,2472,451
1344,3955,56
42893,36172,186
161677,49743,97
146990,47644,328
68592,14632,295
154906,13331,308
158926,5839,52
50028,6336,114
93884,4730,115
50888,12271,403
178351,19713,124
46623,18520,47
54161,40760,474
46771,11163,415
63625,4667,328
64651,27961,240
158973,20630,172
118857,44142,71
146161,10712,291
131660,14216,74
80594,9218,440
59164,37120,147
123438,28200,227
11686,16628,113
132948,41605,492
96450,25097,481
186274,44781,58
114750,4127,177
48919,41717,405
180111,37717,355
147825,30793,320
1113,36164,429
76439,37226,414
110133,39297,322
20183,11395,21
22935,49940,455
29204,11856,234
25100,16945,409
169528,26477,156
151869,28113,334
3101,41936,327
113974,44998,389
90297,46596,475
199728,40635,355
124385,31187,127
70994,48543,367
178551,11842,106
110548,25818,304
147429,3244,157
9359,18593,335
161808,8703,109
185913,43032,92
82197,9021,446
133375,43885,337
129589,12705,375
59175,37232,155
31111,7874,120
134958,32139,197
162182,15769,25
164394,27828,458
24216,8826,181
174414,47852,483
18321,30835,250
145002,28292,444
82229,23400,212
133732,21048,454
105366,17800,91
163181,16331,198
17543,2180,249
172576,32117,268
24195,49274,152
151542,8443,129
60694,23250,316
154658,15763,424
128597,48388,275
131969,2391,419
39808,7396,346
188353,33149,71
62024,42451,30
13921,34562,61
166190,31600,251
109360,9118,410
90787,7849,119
86686,43741,80
181645,35039,479
116681,37627,455
161238,22469,254
46228,31704,34
44631,49044,144
15932,27062,119
160833,3549,295
138609,37459,20
53731,40256,182
169510,39469,411
156869,13793,58
64118,903,234
142424,10306,299
150021,311,264
46394,23343,224
38231,48889,484
21772,12158,258
64465,26179,288
171413,3035,394
133073,27129,476
61085,39284,479
65079,32731,15
146200,32736,88
146771,48751,359
142321,40586,479
39798,16425,364
75241,44698,132
129345,4642,158
172507,23078,421
187256,49370,259
9965,48066,350
149364,47505,80
129963,13458,375
61,31358,188
23297,17408,277
41206,22425,199
106692,43127,293
4498,40494,226
13310,13669,161
91878,42750,465
16520,12946,374
100714,2711,314
31022,49802,355
183444,15902,433
14872,49284,51
197044,41360,199
151642,29907,451
18825,27411,406
26353,43375,298
135365,21537,92
60369,39573,19
38638,24435,13
20256,47317,193
8750,42094,132
22939,36908,367
84532,42873,374
12448,8674,218
49127,41588,20
118334,38668,446
79654,45766,91
198879,7987,90
179959,31855,166
173973,11166,104
75535,40090,67
184478,33374,159
134873,39237,27
143054,14912,36
30710,28004,127
37535,48458,466
193809,11023,411
5845,25846,42
74327,20619,65
105146,46792,362
132906,46123,87
157210,10723,36
70391,15191,348
22241,41778,46
133644,43266,113
19110,5000,351
56978,44665,336
115056,18122,178
180726,47379,71
101685,41795,424
62187,41704,62
111454,37712,308
165695,33350,180
100619,24792,91
22589,3388,346
194353,17811,87
93408,49971,298
153359,29000,422
187682,43447,479
83699,48768,375
116809,40617,51
111729,4050,414
54814,48195,302
32301,312,276
88684,26649,391
41616,3128,377
111618,715,62
19630,38483,279
128418,31847,462
189663,3100,353
25380,4696,184
62459,42034,197
8244,23008,70
158694,16798,490
195098,12566,238
187261,17448,378
11707,39733,331
53768,49515,318
113613,36402,391
165092,48363,61
26283,345,340
41545,36698,348
50890,20633,332
46301,21752,242
83153,24435,448
161292,37299,490
99384,13447,15
83936,15072,282
179482,12075,276
96683,24361,219
195880,21639,353
89131,6735,441
83248,1638,232
121459,46178,249
103382,15449,318
195515,31693,235
169190,47300,86
179166,20067,429
63451,14487,50
198062,33024,324
139466,17378,210
174834,40828,163
5356,13777,198
54557,38149,129
194775,712,460
114053,40794,281
148317,34223,321
187815,36424,189
198590,42498,441
78078,30262,128
184045,47838,226
60931,28463,350
194342,22887,239
108897,30273,241
195579,26952,68
149284,43673,230
91650,3472,240
621,8335,98
189137,23828,364
57861,35025,333
183740,967,23
80722,45368,230
159087,15851,339
71060,9376,196
112291,6100,188
101643,35794,253
189711,47900,482
152300,41426,189
138806,3393,26
159425,43585,350
98043,18743,453
197732,35904,220
92942,40904,333
187355,26523,406
121387,33453,230
35720,33060,283
116147,49802,189
128560,48418,492
87575,12079,33
424,46557,388
155497,14554,115
144461,14143,288
30834,32893,263
23588,3211,94
166869,38647,457
170634,11080,420
85870,31397,159
32849,3544,168
66297,38331,305
131065,38007,212
81916,23206,497
98424,11477,65
29455,1317,220
76162,47142,427
167638,20585,41
57956,1725,183
31728,37350,226
183235,33846,498
154269,11643,15
138968,14722,438
150582,11736,284
91948,8029,47
195711,2873,362
170665,41665,248
122573,49277,456
31548,38952,273
21645,36898,387
153991,32690,255
138173,19979,402
125408,48974,97
183593,37394,285
37619,1354,87
72591,4812,434
21844,41096,433
158024,45120,25
81249,8553,461
173409,25756,84
135910,16948,249
172869,34807,365
22531,38402,408
6494,17759,59
194619,20749,459
22043,28144,256
45406,43189,303
166699,36750,58
91429,5332,204
101113,48621,48
33265,15563,60
28988,36295,11
144465,31581,126
198512,37464,176
142632,16496,251
58944,11902,207
68266,18124,94
18247,24730,49
73230,7131,40
84758,3005,381
199373,25894,153
175682,28472,344
33896,37634,468
109373,19844,406
162645,46184,61
169180,17216,396
20611,35788,439
117008,45342,232
10405,23817,295
3992,43283,391
80631,49841,318
37469,37817,341
129018,42873,334
108578,16419,160
153959,27470,470
150742,4295,153
90714,37125,387
109204,20616,107
104970,38296,239
49888,24919,193
32707,24607,178
50105,40437,83
162186,18321,170
26248,8997,213
152620,24884,326
129984,33533,408
169959,31152,56
156143,33289,53
72797,35923,318
17658,43509,479
140944,43022,25
41915,18266,386
9705,17410,447
147126,19633,324
58093,45220,42
157297,31933,233
169309,36848,276
89077,7938,211
51887,20211,381
77777,28055,459
186785,8055,77
141796,7137,61
169572,25433,211
34645,19429,330
78258,46050,332
12606,32681,137
137783,10110,441
41304,32763,312
83959,3481,104
42394,1195,265
155754,41935,352
108938,40858,259
73411,36043,125
138850,8111,125
53670,1075,96
108099,34434,230
12907,20283,103
120974,37619,20
187173,33087,178
178176,49188,59
120395,31769,470
144883,2296,461
157466,5069,357
195922,35433,496
64572,35939,318
110251,4402,145
59263,21305,387
33069,31385,324
124281,27642,198
191554,24911,348
51571,30111,376
53196,3547,133
172805,3766,238
197852,2723,103
17632,36004,89
135382,28009,187
135687,16115,320
79669,35446,146
85813,28916,53
103060,40744,478
140717,44943,302
14912,43219,428
144442,38807,140
91966,43313,287
106071,46116,335
169795,2420,429
116509,48544,144
47912,19404,406
41066,5125,325
75549,47286,27
190604,41643,160
65414,38350,434
178941,28548,327
156234,32818,416
34299,10115,215
195078,32545,266
37086,38213,386
158975,31032,234
180316,32666,208
18913,42131,497
145350,48558,249
44852,21657,46
189397,37867,437
86735,26153,482
128003,40438,150
2445,42844,34
16561,9163,284
49140,24902,350
35560,27654,421
91348,16863,374
169395,20455,112
167941,16162,337
124239,24215,325
14591,19059,413
24327,32760,402
41023,10216,134
96402,3739,457
108214,23060,68
82223,20384,330
185706,36819,455
169347,3449,144
103185,34053,331
123454,49250,216
75146,33877,69
199901,47744,397
79980,33461,124
155623,37470,12
199976,33158,318
54303,26607,468
21042,46829,234
107901,42818,157
188340,27829,408
38069,38515,375
6262,22296,434
105313,6276,87
7982,41616,329
8932,656,302
37559,42994,281
156873,18856,142
111719,42927,431
69694,21807,139
91565,44987,51
73197,41231,244
159280,34844,247
36884,4849,69
178453,14662,179
36806,49910,141
168939,21184,216
42727,36087,288
101081,26434,457
30078,20757,242
198065,24664,152
151252,29139,96
3516,6860,39
45296,14703,157
124028,16933,295
155091,40780,116
205,29109,113
187599,14836,352
103410,39483,77
115058,16660,396
144508,38079,83
5842,39463,392
158760,37803,51
189154,11877,141
153314,28155,102
191440,20459,83
162530,26458,103
50554,3177,304
31960,48160,41
53869,27336,100
160491,22211,73
141631,2557,135
178948,47956,17
31623,26451,79
86951,38945,313
32844,30026,448
114154,12480,272
165216,14555,158
109823,17328,312
184224,17417,365
32455,1254,280
154125,18655,440
12284,8954,308
130203,35068,32
33415,4687,381
17098,36931,188
54766,16146,478
130837,19513,118
75793,517,130
86567,5637,69
113391,16719,331
24482,5,175
44325,41279,91
176414,2880,268
156432,21980,211
145461,48218,344
155032,24216,203
134485,49639,28
59485,4822,170
157399,15616,92
51724,24953,283
124212,5589,420
19926,41415,474
36273,10671,366
121738,40365,239
65774,27429,140
13901,47399,289
141939,41616,282
119414,38836,230
159832,4901,233
129263,26897,398
8713,1821,40
106518,37122,243
21496,8306,341
188291,16995,32
40309,10148,364
86299,43644,167
10369,7134,387
179219,2263,354
160204,11558,186
138141,22610,484
79301,16189,269
1328,10115,429
56917,3794,450
40264,12481,378
46443,43504,414
119570,12287,79
106752,37592,439
51358,19478,138
146443,23710,297
199561,15790,140
39628,47205,495
136101,16490,233
59694,27549,404
45841,45107,403
63275,23230,261
54922,18656,125
77981,37975,81
5661,33218,363
59346,25860,291
41190,5722,488
190924,283,196
136753,23935,244
143678,32232,37
141153,31498,105
45793,25940,339
41883,44707,480
85573,20611,422
62547,28340,400
101577,8643,143
26404,33668,53
30789,41171,24
127312,25185,144
40831,21182,362
120027,40548,438
140374,24018,464
182490,467,445
3242,41407,267
156202,25437,193
132520,18218,248
70497,31081,411
138996,45509,126
157219,4820,287
46266,42459,165
72473,31752,308
71749,772,208
104349,15915,238
18507,34609,68
63371,20211,428
8734,8566,483
56640,13864,113
146384,28422,119
58533,44104,335
174383,4029,280
18878,33803,214
77296,22860,215
59384,9114,122
193028,6684,57
22941,48804,416
77302,16299,496
96867,36607,464
92156,23587,10
111249,24057,128
81648,6039,444
125102,33073,336
96286,20636,215
45071,37994,13
149177,3135,105
70096,11394,203
131298,37546,180
119427,44578,389
149934,36235,494
188400,22743,26
164378,38861,23
153377,17827,154
120250,40401,416
90839,15602,20
21202,28498,42
131681,28380,339
82690,2827,487
149620,28556,361
168415,39011,290
89710,27304,282
87492,40572,435
178642,14509,86
123401,19036,391
7402,28060,375
163014,46204,498
41152,31766,422
184904,11246,72
178086,6138,362
98060,30325,395
35246,31831,430
176454,9707,36
158250,48260,198
104249,13122,157
188578,11447,449
77402,24502,434
6341,47183,372
105337,11614,395
112615,3502,108
187072,24602,31
24156,35424,101
57560,17222,327
177786,45075,56
8960,41277,293
137711,28366,39
135774,37070,286
60057,25737,319
30066,4842,259
61538,38816,365
152317,43500,361
41440,22996,192
51766,28656,460
108551,43355,306
199662,38787,289
189974,4008,46
105119,29355,237
107831,32373,409
169283,22874,439
97707,48078,347
165671,2471,177
140682,3878,319
115720,13576,158
22349,3574,36
163675,9112,337
115306,16522,260
88020,22992,484
38056,34771,464
55541,25062,27
113307,18717,37
56277,48630,299
121961,22964,383
60250,43254,155
92838,38732,366
134803,1870,261
43878,5120,86
21712,47048,163
199554,12904,54
58165,49596,191
34424,8694,80
174465,17548,10
78522,14267,415
47565,16806,342
59766,29653,315
177305,15264,228
185583,34458,130
177207,9763,283
194236,3050,421
130704,3211,344
127327,33572,143
20070,20739,40
39652,19622,116
81275,7200,379
31212,37190,299
152380,20061,105
151610,38442,426
191146,2073,427
198794,4560,44
125311,6273,153
36530,29013,60
29271,39000,255
17851,23974,50
98518,4892,414
175686,1598,443
51707,27034,391
73416,17713,306
103883,15619,177
127406,10937,474
12586,13709,108
18643,48682,311
9458,93,441
194928,39876,232
135522,5239,275
26832,43606,24
190173,11283,222
128204,19293,291
73432,49999,398
72652,939,148
121830,17862,277
121594,31927,24
68175,3053,124
146373,39579,324
97479,46014,326
57704,8010,425
124444,48440,291
52728,19090,396
139956,43778,142
145249,42185,373
780,26268,59
45796,48177,262
66488,41732,392
5680,7360,97
12090,49400,437
133227,18999,463
155317,34176,473
91510,48171,219
48222,39317,317
46793,6760,198
118723,2448,294
38751,14636,365
199619,29077,178
10264,896,125
137652,48393,405
166843,14333,364
112016,30949,451
109598,26113,241
72149,39154,185
119321,18738,14
194546,44268,410
64974,38809,264
162055,12688,342
83609,26415,191
65991,48189,400
199207,23135,109
84718,48113,34
16562,16553,314
49594,39902,180
1914,29054,311
136420,16821,377
179897,33598,464
62377,42397,183
15891,47037,367
110419,24852,479
134620,28680,303
85550,9051,366
130913,45721,116
17429,22712,46
195437,12728,263
76849,9773,408
101045,8121,156
188936,36000,422
133013,20168,246
96368,46765,163
59001,37736,460
169614,38685,372
45904,31389,368
153701,33410,283
108649,9963,77
123575,31177,438
166358,34962,261
90137,48293,497
94969,20858,17
60137,9062,80
185570,7013,482
47571,45747,224
102261,20468,451
23872,823,379
83484,24836,416
156039,18754,488
31258,37131,228
76714,29369,240
132373,11616,256
118963,35682,217
35448,2453,419
7505,18973,11
118068,16702,308
143613,45198,495
147903,2809,442
198595,36618,221
60375,16973,265
149117,31364,468
152649,40428,209
126018,5620,285
18111,19330,126
152936,32654,180
276,36578,264
131111,2084,186
26797,25046,461
118815,38276,46
110349,22340,402
7495,38476,83
42036,28687,441
114014,24578,71
188124,4927,395
169678,16482,380
25060,17266,334
118787,30315,11
105320,6646,226
51119,16264,284
122451,25389,35
22217,18053,287
76940,3217,282
46793,30258,387
192448,22381,10
136966,27670,479
191354,49296,224
187473,40988,370
147946,37917,103
122709,31118,286
161495,35640,152
42232,1803,103
136556,23482,232
165395,3667,477
124377,27251,172
124499,33415,263
165213,45694,387
57166,46786,218
138318,4338,229
173529,6492,266
55218,27060,216
24046,16670,365
142060,8572,203
125673,25700,57
167361,1750,151
17637,48134,116
6335,2205,445
160387,46231,390
61145,17319,361
151823,31497,369
115753,48677,112
98770,35461,458
119,49528,85
39481,1670,278
86694,25556,340
87462,37066,434
52806,21327,10
171020,13202,307
145157,30084,146
73736,19563,235
113112,6240,442
37880,5770,41
60932,28967,43
161034,30814,317
63773,35521,405
99014,23258,283
137336,12335,318
191355,38162,245
127900,35381,111
42959,20560,226
188139,46468,468
52399,12724,370
153627,48868,64
133709,19792,80
25554,28596,81
184953,12222,92
190793,47158,280
12832,35884,459
163488,36260,257
136580,24418,182
21942,37104,16
74282,21787,74
42157,44527,310
12547,11433,436
183353,16782,416
133750,45547,139
24343,12427,115
110844,26600,443
87331,43675,377
29190,36638,134
172496,41196,315
148883,19802,37
38108,39577,43
110885,23012,331
7286,49741,17
19840,25702,484
51995,25556,38
179444,8033,99
1507,7240,457
20577,33290,208
118032,43573,487
45697,3652,55
21497,21916,140
165701,34881,286
37391,1843,232
105636,17866,169
85536,36002,244
48839,46007,309
96699,11616,236
79608,26198,272
45606,30589,134
115885,14975,23
57172,14235,254
187041,666,305
64260,46402,480
181177,21851,72
116136,40496,486
177211,43429,88
112527,10533,120
135953,41727,382
178709,4295,119
187661,17558,353
79464,15516,23
43260,33053,19
14925,36603,428
150890,4629,440
88930,25800,164
9565,42743,492
98028,44714,171
173253,24541,132
130735,2008,454
98487,37385,377
94508,9691,314
92254,3884,369
146142,19683,64
16772,38283,375
155144,6222,473
92630,25763,352
183937,10524,273
176928,5383,100
152773,39895,148
103087,13129,79
150093,9826,53
103758,4210,26
186629,37194,457
110574,48316,91
174430,11586,427
49297,49352,386
171654,36854,500
58202,29749,182
165643,45009,114
10406,44280,77
164632,11513,285
95257,9863,430
10497,29141,164
181820,16799,419
139641,23706,215
96274,14210,453
107183,31259,249
131923,46437,212
134696,30181,398
194273,2518,303
100753,8720,253
30425,2055,343
98149,43394,25
68009,49050,340
112983,7876,102
144959,48106,286
64791,16651,434
76457,48193,250
30855,3355,31
61882,19116,304
43300,43311,253
177791,49766,44
52480,40506,341
23235,36515,342
46816,1927,468
141396,38397,150
169649,13024,366
195252,17857,51
157727,26569,414
54456,31576,291
150427,27991,130
167552,11323,20
94143,26381,500
96698,644,141
40793,29528,210
128092,42992,82
29601,10194,466
22574,10405,101
154955,12090,69
25967,36924,99
1422,26851,467
113159,24869,292
12320,25909,272
26120,11159,489
70998,182,191
88983,7816,389
52311,31320,316
194714,8366,427
82008,21245,125
29968,13998,181
119770,47691,213
66533,6644,471
135633,49767,216
176861,25639,455
16756,16462,378
114272,44249,488
3604,1289,396
34002,40592,72
6794,5504,367
95708,13054,128
10479,9988,153
149475,28245,216
115022,24366,31
57333,28420,428
82192,27350,269
81027,37221,400
128800,40800,463
193268,4735,34
174045,13055,78
183749,40958,179
69943,29571,11
12382,39230,434
26442,19541,332
105822,3494,50
33181,10846,380
84258,39368,483
101988,3129,142
47750,309,37
10597,46899,191
20653,29542,494
53738,31877,81
195757,46793,492
93855,5306,27
123795,12074,79
170016,25146,479
68966,21944,437
18976,11917,436
156580,43458,232
77835,18202,10
90777,8289,491
94477,9514,229
155913,20397,357
54281,20456,277
117492,20512,176
111226,46791,478
168192,33506,213
77648,48227,439
187379,15874,158
17206,35738,239
42707,13826,287
122700,17348,29
191900,34587,431
30187,8625,96
111460,5119,310
101025,46546,153
189522,792,322
186442,27961,296
125842,29661,179
74373,45282,285
63862,13397,499
54036,12449,41
23327,24132,402
49078,10258,89
112848,2275,161
12179,18794,464
137665,23076,111
172721,20946,120
69890,27446,346
52169,39601,342
7813,7074,84
9303,3820,208
6159,44605,457
116135,8567,285
68131,2338,89
100073,21009,325
70617,28491,154
111701,48747,446
51745,26478,83
21619,25347,486
48533,17439,427
147252,35134,395
137608,31546,55
117163,19589,445
99668,47838,486
75881,37587,34
62889,48652,236
183452,6690,187
6034,31866,468
104643,24877,258
132434,47674,362
187924,12523,195
184178,20781,71
141570,43103,141
196407,5488,147
43009,17237,194
38809,41691,93
175419,12918,481
19039,35729,94
61186,12786,84
162517,34188,196
134832,30352,483
150877,33942,362
164439,43842,288
51688,23205,71
173572,22924,117
199641,28262,452
139796,28117,476
27036,13214,402
191032,15689,294
82777,13036,41
177241,33528,342
119697,12604,234
198677,18090,313
154496,17973,427
34362,23938,371
143881,22742,102
110763,22641,46
192841,13472,157
150001,41402,118
30945,33442,119
71275,17952,173
177427,6377,328
71495,44599,389
43852,18454,456
163312,5152,292
89307,27505,463
44169,25488,288
198048,24923,418
121305,27277,254
79551,8505,22
45092,23943,53
156331,49648,148
142640,28171,74
164305,49295,460
170167,1198,61
37178,11118,213
113086,49971,322
165227,36393,76
20919,18016,167
196313,33764,268
87707,39693,372
175281,49589,429
149494,2150,398
79091,43384,12
69186,41224,158
86090,18351,391
154291,6826,405
181800,497,28
67444,38463,233
130814,7365,250
14191,17471,433
51297,6381,394
55089,16217,403
101766,13055,294
135651,12704,278
186577,3493,387
191779,34372,484
109081,8263,455
191623,49610,200
197055,33591,110
165565,41822,108
53639,27776,138
82242,25118,102
193119,29027,231
85526,42096,310
75931,6122,395
2230,40456,127
169663,272,30
49678,27638,127
95038,3112,300
44291,24066,251
31297,31088,84
6731,13423,384
14593,42665,400
122136,13003,494
17046,3392,410
13236,10198,219
112677,20326,341
143715,2560,245
117455,11914,146
140147,4208,340
142374,15202,46
1079,20640,181
63654,47735,267
16725,18804,499
40918,38666,49
148631,20548,84
98945,10300,465
195167,38496,311
190480,20975,41
195192,24750,413
199322,43025,392
18912,6632,13
58873,37233,202
160511,30170,232
162971,40524,297
74937,6703,270
95096,28895,149
74227,9128,31
85726,46927,21
61218,15647,149
165027,30382,394
175819,43342,336
181609,40077,139
195853,19735,69
140443,33764,128
154012,46567,122
111474,26234,373
102533,1276,116
17260,32271,437
97285,38471,163
84342,22269,411
129269,41015,436
156014,33522,481
64353,35471,27
104952,25954,170
94634,11374,307
41247,25104,247
122225,11763,426
109693,18049,300
191912,5866,400
155114,40990,324
140327,41906,320
77640,15680,100
183225,40270,317
70004,26241,389
53364,19612,182
105061,25432,343
114856,13497,353
1713,35731,20
149209,26889,481
46213,32547,400
155314,25102,344
136854,6103,69
138242,26651,283
179595,25698,137
87588,15979,124
1769,37522,343
25416,30332,488
10686,45722,47
172214,12942,55
119695,6174,23
196851,26769,343
194887,13444,378
33075,1165,280
185029,21549,320
161794,24846,100
140907,3945,173
2335,1117,107
185627,26282,418
131616,13670,17
101394,26873,280
9799,9488,493
24305,7140,258
53059,11324,71
20517,38066,84
29554,44640,103
60144,47104,29
164754,17279,181
88932,2091,428
117650,18698,321
82816,1608,406
129828,8147,63
53559,32488,245
140449,24479,176
103334,22317,402
33547,5647,484
125823,26908,93
53003,22119,27
107765,30100,478
3744,36715,269
134530,8695,180
42124,38231,36
122814,49386,106
186513,4869,28
33614,47330,13
95958,41010,274
17761,20667,426
33619,10323,470
141207,4587,281
170961,35726,170
85252,45270,378
144024,29047,343
83472,3546,26
43762,45170,123
99751,4312,381
64081,39294,400
102507,3467,75
130811,28953,478
71921,38129,498
107672,45065,251
5457,30014,287
141506,30553,171
59556,26228,458
160726,44637,86
43556,12453,54
56035,1217,128
165950,38520,181
43327,25205,229
74135,1689,258
185976,21559,446
116343,22688,321
51814,3088,210
141491,29418,113
50878,24988,166
186080,10029,476
76125,36865,113
417,15698,370
83960,14258,380
121454,31054,101
76229,5362,50
179521,16003,222
130691,14092,45
138530,16402,464
108913,25138,308
87443,30186,387
190879,4101,139
89208,32404,374
196133,23759,86
184178,42824,232
148928,32450,177
111954,38486,149
114434,37583,404
1589,8254,246
197228,7664,464
90517,49671,475
142145,3098,295
52588,44129,480
136253,27724,456
137238,9166,367
20656,34271,425
133429,13664,14
163841,48313,459
16102,24789,330
40534,8673,11
68609,38008,421
50268,44961,66
123667,48856,176
38543,25613,244
129677,11767,73
108239,5856,105
744,20588,42
182567,2272,405
34996,572,339
75147,41897,427
192000,36872,47
184604,10343,72
38307,48453,298
70841,29370,239
118825,39435,87
144668,33935,449
195926,27149,269
74504,45120,253
124637,5561,12
164899,32494,154
181389,25038,475
194700,41493,200
67852,13655,137
153782,11935,214
190639,9167,306
90666,19475,427
123863,47608,277
188860,16432,251
45188,17659,197
149591,49704,69
30288,2159,423
61218,38387,180
47385,6672,407
17797,15316,142
167480,18143,263
149129,22197,405
10007,25976,392
196285,23319,11
50552,17201,264
91672,33485,416
197191,46084,255
188048,9370,453
199830,30351,432
175062,7807,441
132785,32547,498
192566,25223,291
185018,8833,75
42639,4083,392
28579,19849,63
28993,48704,408
7462,5351,122
194737,18440,448
53415,20444,297
8148,19216,48
140849,29400,291
46176,36783,404
52292,36445,248
38221,32518,435
148426,1717,427
92270,11291,359
137750,21463,442
59443,26720,62
156091,40177,376
72965,23681,351
52437,9869,308
93624,46829,258
155518,32669,353
114648,26560,143
109729,11563,79
24444,6759,44
104178,24422,431
137074,37778,305
125503,5782,48
42602,38095,337
154310,1916,385
75957,40570,225
160954,5814,342
132879,11030,403
133198,9140,15
47586,30718,214
101404,47525,464
1768,2698,196
182767,30115,110
18030,15485,250
176703,44047,231
169170,27984,212
161219,24268,133
185554,32449,103
133175,12002,370
78503,18320,243
125003,47133,471
86086,48671,303
147488,23253,164
199148,33910,431
195908,35646,67
112240,6635,411
138398,35832,392
181479,27001,212
183104,43644,391
92146,8053,292
163510,12759,458
135428,31332,358
113534,14097,443
195708,8967,363
120713,21216,424
178081,42657,470
57408,22160,435
181013,10175,296
198787,2670,258
4523,3450,358
30197,23096,290
40968,8896,139
90228,4351,41
2296,46380,368
39570,23393,254
45298,26159,104
182437,38327,38
91383,21253,342
46934,22475,384
123405,25412,210
177847,3180,385
49986,42640,177
139745,39018,490
61261,40074,355
141795,4868,140
113137,31019,324
169844,35055,442
6792,137,335
78933,28819,363
161382,42811,54
33838,17874,458
42989,20995,80
166681,287,137
167084,12151,483
98471,35940,460
35072,17337,280
181947,6123,55
139622,42550,204
57399,667,300
133822,46982,269
172531,45423,47
24110,28408,86
123372,1062,44
55266,29503,497
59216,35688,60
169006,33580,407
197923,20339,359
111898,6467,302
124243,49621,42
111687,9830,348
73015,14750,494
59441,31271,338
61528,40779,177
147187,40406,362
147514,43818,418
158222,9440,394
180199,38613,412
140264,38199,207
16771,49512,432
133962,24028,227
20575,11188,425
87178,41132,38
35448,16538,285
12141,24351,248
167986,9484,363
118682,34269,341
190880,36321,173
28184,32040,25
157424,44370,458
129397,19825,136
106243,29381,29
98914,22436,248
37232,11505,344
189913,24498,211
128952,21673,166
90176,48998,259
36325,11261,467
11510,8604,57
51793,41766,274
16895,13162,450
84784,40956,402
34221,4884,81
8148,27649,75
89000,49236,440
132499,43220,140
64355,28862,469
194246,2546,10
152074,2053,15
38137,16899,492
54013,32001,221
909,12677,84
75625,9663,353
43760,14365,440
162856,14703,239
20105,26967,273
100588,12754,152
134777,39838,367
34189,6521,242
7406,22224,436
35184,6380,61
165594,30909,244
160667,14904,108
195267,42684,131
126004,3747,442
20966,31613,226
47117,3825,495
112215,37874,253
20230,23591,28
127201,26536,497
49,43028,332
7930,14594,362
83170,25666,83
114845,873,434
87990,33469,265
168969,42235,33
56436,35331,253
86908,48108,275
95387,21341,493
12682,10704,105
84576,15523,103
129163,14656,12
151867,7339,187
138595,24966,196
197318,28246,435
99749,3112,484
93715,42276,433
76374,21676,33
41594,45216,251
47821,22705,458
2318,27727,304
163447,36889,322
66100,24742,234
51553,22622,170
166929,23555,184
186177,30553,415
157711,5983,142
92142,41906,326
130682,44824,215
147657,9642,397
57697,32812,199
196173,41847,206
139375,735,479
100176,116,122
32708,38273,356
126392,10179,308
21662,36733,333
67198,7641,347
190093,32116,114
179323,24274,82
3426,47502,108
144856,25152,455
16000,22588,117
95944,6670,470
169727,37563,160
144289,8608,154
162046,28669,303
182728,30301,199
38489,40388,137
66692,26966,135
9699,15115,364
129079,15199,263
27895,34334,343
164783,36589,63
72535,6507,492
65130,39511,149
198783,45077,87
190035,24457,372
114010,4462,405
122437,21836,302
58242,27063,286
191977,27255,361
95365,37909,166
26757,17810,131
109758,2638,307
82328,43889,152
191330,4780,366
127908,30038,409
63972,36006,204
