InvoiceID,GoodsID,Quantity
194219,18938,9
261208,1274,22
34248,2345,8
120351,28138,42
232131,36921,18
354328,39199,56
357993,6685,42
145563,25056,98
304270,23822,53
117845,15069,24
204377,8218,75
356328,25523,14
342984,7372,67
466337,33527,56
125628,8882,58
217835,33971,7
82628,33194,63
381417,28344,77
13045,17355,19
89023,37992,81
199968,41441,65
355075,40264,60
149203,49210,99
200260,12662,98
402692,45886,49
304625,44223,94
202095,49230,31
221045,46641,92
472266,14053,12
335150,26568,52
351782,34533,41
151747,16403,19
255109,23099,71
414401,5266,45
483116,27074,16
219712,37419,41
395212,1751,22
65354,26067,97
286865,22051,100
35430,13906,71
443304,45729,7
193027,12655,25
490299,16343,83
165384,20232,49
80660,2673,53
366817,42645,16
481053,30165,97
375494,11527,94
144407,23572,60
388256,23593,5
331191,20122,34
164773,11879,49
202201,20035,36
461098,40903,42
47035,28516,2
256188,11669,21
408735,15019,50
138491,18708,65
251936,23906,68
203826,19835,69
299185,1085,45
219830,22689,67
126800,11452,68
17944,40213,57
167405,20597,89
442668,19492,75
484608,15119,94
265254,48546,52
422283,31008,41
264121,33253,48
463973,16765,49
305767,15152,78
109155,3244,91
50766,2865,42
76309,40348,98
225717,31372,31
399560,18254,32
295490,11849,28
239189,23697,11
239299,19328,85
434821,46862,96
117133,8082,28
416409,38081,18
409894,1001,27
261850,45442,58
347750,16305,35
74932,2144,44
497545,40920,61
411556,27007,13
266531,29178,89
91227,40544,92
343706,20591,77
102273,19123,67
125939,6528,21
287331,2840,66
170255,42375,81
350918,40529,5
250138,34585,79
90313,8704,49
347442,49436,58
373056,22650,42
330283,37100,54
449273,35411,1
91008,11689,100
479001,17462,94
255965,37103,64
286392,13271,68
176160,2587,98
159950,21651,87
438268,15601,20
136096,13000,44
490632,43454,7
447128,49983,33
469778,22861,52
219969,4092,78
97989,7161,24
4502,31820,49
103821,5505,34
36310,32864,77
284399,1445,74
6029,31840,83
358745,34452,24
487956,33057,56
349634,3484,85
449992,31595,53
256076,45767,2
479956,38362,26
22465,13401,16
13137,43489,72
476261,19207,94
251602,8930,90
21037,25125,13
77419,16358,51
103121,26741,9
248416,33688,3
322776,42337,51
494037,15124,20
395422,32876,32
341535,40459,89
191396,19225,55
19170,33283,91
408546,17359,57
341933,40393,75
122031,38655,63
464872,2950,64
140337,35072,67
396257,46727,58
36761,12392,39
347280,12263,12
295199,42621,57
152102,10249,83
428297,3673,90
139217,15082,45
45354,15979,95
103688,21126,38
53235,45459,77
202463,963,10
253480,21834,44
329623,7216,2
433472,43829,85
239661,2142,98
292271,44863,29
15112,21068,93
322182,14969,96
142328,5546,13
249381,7499,57
330435,25341,26
406641,14330,49
408631,16897,69
408735,10741,22
92316,41706,72
236002,10181,64
356368,12272,69
490663,29685,22
269817,44577,48
148695,36365,84
142525,14846,30
190993,29742,39
249741,24028,97
366305,16919,100
141863,40573,24
9445,2177,50
442448,11491,12
292971,45165,59
268665,30293,52
44380,34682,79
249335,37949,36
13098,5255,58
87682,35909,84
215266,22798,19
345769,32910,100
314437,22798,97
122585,48118,96
307123,37933,54
68393,37457,100
467766,1244,86
54283,6235,48
197355,4911,79
9529,38972,11
142925,30303,92
221477,43809,4
86079,5265,33
4778,2634,61
203699,17235,88
329772,5299,7
413604,9116,51
189929,41773,55
237476,47442,76
52138,2510,32
11713,16678,42
347932,1850,89
401848,43614,39
378996,47125,11
284861,16438,76
74246,3827,30
247786,45458,37
66170,49941,48
221602,41290,12
464233,47827,40
61966,32187,74
394356,12096,49
100559,4831,86
381845,43605,19
96267,41383,97
247106,18104,44
363645,46276,66
288395,24371,10
232596,26696,52
399771,11259,79
242763,31553,73
22130,1910,43
129711,22176,97
91880,19222,47
369629,2313,7
257034,40023,89
77656,12755,95
115237,27226,86
164784,23178,24
174002,16594,44
366876,9060,16
148615,1998,86
126871,25356,90
118093,24089,89
315191,5363,24
349955,12055,53
499978,9739,89
350938,1677,32
70425,17451,18
323377,34237,51
73334,28091,51
450278,11426,34
217296,17648,20
496598,45840,13
70700,26,90
258434,27283,65
233469,36234,19
154468,18825,26
422674,23254,30
111553,34459,49
372960,48031,25
110011,48842,58
84934,11694,91
189215,40595,3
264028,40745,59
404074,38254,66
451761,14557,46
420360,3657,81
147699,34259,39
324171,13945,78
438747,14885,94
410453,11018,67
161453,39901,78
231714,46944,24
454358,30696,20
455199,5195,52
330783,23271,79
313696,49387,68
454798,25018,100
467640,33112,81
313029,27102,49
32656,42308,55
457359,19809,26
61949,38081,47
106978,24276,66
443263,37913,63
364513,35327,25
270804,41820,39
352780,13442,23
497800,1781,69
497546,246,84
145820,1524,41
147727,40307,19
70327,26376,71
154049,37465,47
321615,29792,82
176669,11483,42
433877,25236,98
411592,6021,74
181662,48877,17
193076,29018,62
375671,29676,31
266774,12843,98
121492,10600,43
178342,1939,17
122180,6001,24
463134,25698,8
474950,4007,2
60692,1202,78
146555,3225,49
232677,24621,90
273203,5486,16
336054,35189,1
276429,32902,70
324522,11478,84
164650,33948,76
434042,16427,52
185586,5520,46
250473,44629,85
12325,20657,46
33496,39125,15
121264,7328,36
477535,28858,40
76442,3884,69
219644,18603,11
91264,48387,88
91416,46331,90
98591,12655,80
138322,17444,99
132130,2909,26
238361,7385,48
162940,28318,12
308135,42498,98
126206,2198,98
30994,4047,98
283637,32478,77
11779,2573,47
22144,3444,57
199921,6664,79
233966,13494,87
470187,33435,17
125083,21478,42
394919,35950,13
109830,42117,54
258230,27510,92
52709,5560,20
431937,33128,5
467191,3004,23
310777,29742,89
77287,40247,28
243024,28336,35
252284,3216,68
138953,4185,95
226893,38180,61
411945,1693,22
111179,10139,70
33879,20823,54
405345,8807,54
486125,13543,97
402558,17643,98
264380,10489,51
377676,41468,84
55751,21438,21
258448,49151,3
242021,39309,34
281704,16685,21
456149,41145,3
457475,24260,90
160661,32002,11
243062,37914,99
315034,42090,40
174013,48951,74
313879,19984,56
346794,1084,93
167148,20271,74
392116,33744,72
206169,23534,46
230577,48153,39
359017,25279,84
131775,800,24
86534,18486,83
33024,33101,39
165837,19147,65
186041,48510,49
151969,33101,5
226791,16829,71
342472,8224,94
383740,5774,62
201689,13174,91
165436,33794,29
381559,3175,28
326976,35683,100
299595,23097,77
148960,6746,44
438296,11378,13
38701,45416,93
231164,5938,87
432382,16171,76
212697,35860,3
402475,36189,26
22418,7417,71
377315,49634,82
359350,49945,51
430677,48829,75
136650,596,96
141615,13108,3
498870,28632,71
81591,44794,35
16050,21622,25
357832,15402,65
195178,4252,68
304317,34780,32
287475,24965,91
234810,9411,30
65159,22000,66
497178,18138,41
6347,7529,44
486650,27388,63
60159,40282,29
133138,14369,61
53840,30544,87
427951,10216,43
217789,48020,9
112316,4,51
482878,45712,64
61233,15685,24
350931,30905,78
295563,34006,56
35551,18765,85
271322,41169,85
167704,23657,74
438580,19181,41
290100,44717,37
419729,28864,78
485738,43097,81
114718,38020,47
31348,13862,52
176590,19221,9
96650,5868,12
499184,15617,59
235792,48414,82
379611,34308,78
37490,39930,30
494343,18167,76
389150,24552,77
65589,16955,13
371453,31575,56
177900,27460,95
81783,131,52
220812,9032,51
188531,21226,77
117458,28713,34
192782,25442,18
132957,35309,15
41192,46504,66
94413,34083,48
409076,4441,14
243650,38734,85
40026,2589,19
433808,45824,88
491176,36402,80
339047,39514,29
444646,19001,61
311820,39620,89
102241,36488,55
466339,6564,98
44847,29587,15
419402,15341,31
155576,31540,12
324846,16817,60
417585,23907,29
11862,20235,72
404254,30121,13
142139,41166,41
161265,12523,68
35253,739,76
243257,9108,71
221657,7289,10
293914,25640,39
115206,8753,76
376215,22501,3
294061,518,95
388631,39298,79
478026,27965,62
142957,9866,61
124938,11261,23
44524,44750,95
237105,11492,28
325351,25652,37
417152,29282,39
91466,8575,86
96888,25919,48
50157,36054,87
157453,45224,98
50144,12164,35
42911,40619,37
149667,29667,22
295554,696,16
420970,43572,48
352751,28620,23
147116,10907,78
130165,31827,99
236284,1776,35
332261,29942,92
379424,17768,42
226061,28332,37
140638,1732,35
383301,452,27
57653,1347,66
70595,21245,94
497494,5545,29
60404,5683,87
283542,49607,74
468808,48205,37
208790,43858,77
205810,44638,57
403801,16492,35
447435,36533,44
365553,5467,12
189776,45416,6
336131,35137,20
290074,39851,51
244234,44936,83
3507,12346,7
86277,23144,34
338021,40069,78
432252,47901,28
346315,43032,44
137552,36741,41
110262,46830,64
437401,3033,99
393694,9166,82
327571,15957,90
53284,36575,8
482123,36073,48
38458,1329,89
189690,18599,72
37736,43800,43
258688,13341,63
148973,38240,9
145742,11140,98
374718,15674,43
136331,7850,17
186737,36300,60
68501,25347,48
384502,38010,40
194622,38920,26
101343,45311,3
152870,7859,47
454564,36125,21
1354,31567,12
357198,14634,57
171592,4118,81
472286,12932,51
178614,8015,35
437943,26657,48
268654,4883,70
98514,31857,30
253814,1324,68
35827,1711,63
302320,359,25
16226,11126,61
8020,37851,4
350467,16155,13
50652,5786,33
51111,47638,47
429772,3691,7
74332,42641,97
424619,49281,18
253651,41354,88
429776,41440,73
248743,29834,17
283450,22902,32
304063,40341,89
40625,17001,69
478984,13435,32
108584,38439,80
365553,10215,75
92422,37676,68
31874,13596,78
34503,28207,90
318027,16519,68
147396,49615,34
487566,10347,97
365503,44221,35
300969,41235,33
389043,45786,81
440614,26437,19
488093,8012,49
151989,20067,40
63601,31255,77
207876,45035,37
326872,35423,26
118581,14210,66
228939,3556,35
330668,25441,30
91055,4204,76
471428,36673,72
325611,9959,33
260155,31790,87
55893,28944,22
282781,24044,4
132286,9086,86
297077,18565,58
370077,6991,20
301778,31366,21
494833,20325,94
354325,12495,40
115880,25648,9
180352,28223,85
268794,6883,66
247968,5370,47
194794,24065,90
255382,34380,53
235841,14778,60
125188,5556,78
92375,7515,72
218718,35078,46
252052,519,45
265753,31001,11
496095,38466,44
390013,32735,64
286883,46374,42
249510,32012,84
470830,25927,62
364319,36095,59
318778,17183,67
394156,3685,48
231255,19883,8
490286,20362,42
428822,25392,59
403245,8672,55
108704,35082,53
128458,16391,67
33809,44235,14
424869,41291,86
256752,49530,46
35672,10155,7
351197,16620,66
52160,29335,58
372619,8679,66
29558,40061,83
315330,45065,81
84449,36946,98
206791,33210,64
22906,14755,2
458137,32621,62
170372,12945,94
280057,17741,73
427922,2732,100
362438,43960,64
187982,6717,53
337638,12176,20
282409,45757,67
309014,29233,8
11025,20161,5
28186,2876,68
437116,627,52
202699,13734,18
167026,48851,74
398922,19971,70
368334,7843,82
305460,25109,82
3380,40993,74
461428,47144,75
432601,45915,51
370332,9975,4
192617,10660,72
317821,34148,69
197449,34065,79
50818,48531,14
94682,7304,48
111526,15221,73
124089,41190,74
314224,45977,44
291354,45524,94
80032,11833,61
93843,14738,45
28171,35165,64
193527,6912,37
315802,8576,1
473183,32000,56
306896,31913,99
194584,39143,9
355460,32554,70
335569,7943,10
200525,41831,93
5610,4794,90
265050,26419,71
291438,19513,9
320056,21309,51
421550,36397,32
302961,30687,32
122633,21247,3
119548,48292,41
338627,43024,67
472206,16119,32
224284,20067,14
471119,45796,2
76205,14970,33
55727,19190,77
341240,15662,62
393977,34290,41
131547,23495,11
364598,35685,13
473841,3329,19
253095,32795,48
401218,37306,27
447589,18514,60
321656,24444,32
280236,10831,53
320325,36314,25
248387,1649,36
199445,47712,73
439545,6616,2
46118,38104,99
416040,5525,35
234208,1727,52
306999,36651,76
267462,34574,44
46321,35463,68
174718,29163,3
73224,40969,66
187074,27164,83
23889,28369,51
243719,24832,36
439279,36415,81
377845,45424,94
152777,49928,16
87781,49569,27
85194,25609,8
473248,157,88
285036,35964,51
243222,21503,79
375960,17093,1
229000,39517,50
413621,16734,28
244233,24977,35
156451,43857,30
120401,42768,75
152355,37921,55
450043,21664,80
357360,35242,47
190314,18247,97
459419,6244,84
343245,26422,54
231214,41947,4
381511,15031,22
118734,48427,44
163711,20484,93
113952,2231,48
128842,28268,23
162068,6596,67
202444,29492,97
441485,12098,84
59945,48753,85
264398,28877,30
159719,33307,92
363807,19323,31
122255,8956,38
60387,26973,26
174281,24003,27
333341,49952,48
135269,7929,36
79377,16116,62
311731,7248,14
114625,2096,75
174733,5968,36
470067,5199,25
3065,28713,56
196051,13998,90
414693,40251,80
57158,12056,38
390886,19889,68
309269,27194,43
452241,10084,92
726,33318,72
119411,7568,100
474387,20798,98
249495,45986,19
361385,34286,95
399465,13328,69
431954,11747,72
442917,289,47
43574,45010,4
28457,21889,51
485,3994,51
241472,39107,67
235476,49675,64
248676,28002,71
70633,47226,44
13498,24713,81
342143,36025,29
301256,2481,22
51377,4693,89
427946,2379,68
47537,25076,72
393257,7951,89
308926,5248,86
399488,21228,49
50123,37031,16
380322,28092,29
195420,21368,67
21865,4289,93
199899,24205,82
240483,9107,84
218267,39932,50
172421,43866,53
231920,31517,77
114787,22597,52
73476,25645,36
309790,8468,6
217416,36670,82
433665,48559,48
336179,44090,81
403045,16839,65
364287,46472,40
222911,13396,57
204925,34243,75
265184,19921,42
328567,47990,7
357546,33641,76
110739,24332,65
135010,31724,17
491292,34887,41
407276,4323,93
126956,35267,76
119215,12121,48
386316,41006,44
284957,37656,10
336466,28658,21
225515,17753,90
49153,329,55
73198,40850,14
143174,45210,48
499227,10401,96
431360,8473,70
60150,13670,65
2281,48283,67
193995,11716,62
485136,38007,80
69739,43501,37
260624,10874,51
54075,1118,19
82453,18504,43
497043,22611,79
414973,46915,53
92837,39015,43
310634,40796,77
452409,24690,87
138108,9680,8
359916,34805,87
344831,40379,38
184833,5495,86
372825,21508,71
474934,47618,33
76726,7291,50
449460,8697,12
200987,28483,83
93534,4307,16
367080,1082,31
119861,40192,62
384415,34575,79
49302,43105,53
367854,19163,44
305275,30341,28
453827,10345,93
64690,40171,90
91507,12266,52
356835,3333,98
227285,17600,22
496587,10690,54
386842,3587,43
145649,40340,31
13796,15658,74
337774,45756,20
222195,40185,74
62018,574,75
405067,30428,37
230368,39503,90
249290,10060,36
175372,40222,31
379678,28356,33
425817,1132,48
131824,32925,49
114203,30051,39
486238,13100,31
259713,33328,95
242784,32196,21
150286,42943,29
218168,23918,78
347251,48622,71
171995,49284,99
49876,22077,36
195303,4706,73
87123,3278,61
439343,40503,42
298359,4594,58
359124,8374,1
469447,38595,91
393718,25256,37
39955,35553,19
97622,1347,69
438855,6749,90
462207,4960,77
101858,46465,70
365967,15570,72
58722,6474,13
29844,37947,93
445167,315,56
118225,35760,34
212105,25077,27
320362,43745,86
479071,9543,57
180992,4223,10
485253,25917,57
391677,18502,19
339598,18783,17
128468,48571,68
232088,22274,15
287669,30849,70
339846,42130,95
34870,44735,8
189085,1056,42
149303,11043,5
495665,44603,58
407137,19544,19
353533,12753,61
486004,36182,16
209619,34475,39
296807,28620,74
297382,2400,48
417983,47476,99
403328,41588,40
454438,24819,35
216055,32806,13
188853,14855,20
212991,46053,96
156947,2585,55
288549,49700,50
13367,34465,70
341122,22609,9
87524,12446,90
161066,27317,42
129885,40570,85
126019,31956,34
32561,733,7
237824,5120,88
158730,2975,25
346804,40338,71
11679,24985,45
459935,44859,73
317569,29226,68
325789,21266,84
25182,14042,91
289703,24923,30
102191,4862,43
321516,18168,15
129444,29555,7
474704,36907,13
433154,43918,47
238470,13382,28
136497,31032,88
20360,6232,63
97591,1156,83
319779,49163,58
441347,7207,20
101611,3422,46
331876,38318,77
92899,29999,100
92459,25016,32
277317,17985,47
59488,510,61
180084,46245,10
493534,46404,61
133965,1326,58
262002,49924,14
342254,16860,47
431481,33951,66
201524,40543,53
446409,34626,19
432853,28027,12
62793,46688,29
319924,6013,26
124574,10854,71
462755,3372,86
486284,8094,32
446913,21255,43
17775,13652,5
201842,34869,82
229647,26028,64
394824,25458,53
250452,46337,11
313501,14039,62
174620,11681,6
36560,12677,58
383251,30978,39
452190,2888,41
233777,27484,2
35516,18939,11
144798,9898,2
319518,2678,79
484677,48056,21
245527,48959,89
323432,31310,52
126510,38328,97
135821,47572,19
97896,24526,83
247278,24349,41
458612,34259,36
174453,40064,11
320257,23318,60
461397,36080,61
403745,2002,1
426326,9049,52
224436,49412,79
453334,29689,7
104405,43195,83
351209,19341,41
336699,26825,31
37824,32916,68
36220,8287,17
457474,34889,58
212591,45128,82
486019,4498,6
328333,21851,37
424562,12405,33
474,43362,58
333027,25722,76
299884,23688,25
23795,10602,55
250671,4982,3
54641,21415,40
386841,13753,44
388352,39347,1
115457,35850,21
349220,38949,9
389487,19041,34
421784,34703,92
184036,23331,5
130331,44540,55
436001,8862,11
419140,22301,18
121139,23441,53
114037,17284,87
55724,41637,76
274223,4942,49
200997,25193,26
301672,16508,50
40077,39264,48
39589,40972,1
10514,29865,95
12824,1044,22
430228,37952,29
204437,22698,94
125289,6233,61
6454,34497,62
21090,48630,2
451800,17583,11
344747,49567,33
290297,21040,44
147343,23292,60
315325,39828,29
260742,37330,74
494408,13340,91
110807,28560,36
23968,21486,52
276318,30771,17
292235,12863,95
279198,35137,89
419550,39568,23
235243,4496,82
461853,24794,35
136558,37135,15
255861,37119,63
8751,22640,51
361122,12881,82
189224,5883,11
119857,45470,3
468537,13862,23
379462,15758,82
127933,25528,88
327043,35837,63
434070,24045,76
242197,36651,81
23538,16347,37
435162,12421,88
88312,29322,41
239831,28243,31
371126,11919,82
330876,10452,26
254106,33115,31
414304,42296,2
46791,35022,57
346477,15840,19
78587,41553,86
151595,17018,16
374437,36064,36
59389,35644,39
151370,6615,73
224377,7161,95
225105,49933,41
252019,21618,80
444387,7658,75
483850,35067,77
394093,25403,28
293461,9440,30
412525,650,23
433563,24392,50
428288,2670,15
369898,45753,21
404105,38142,27
53780,42859,53
389538,7911,79
60974,37430,52
291573,35872,9
139780,46361,90
55057,11756,4
10068,26426,60
468530,9357,49
289479,1490,45
203709,46111,85
133924,11239,12
131477,16258,62
384984,40050,88
419808,36277,8
462586,7821,100
280993,24004,92
415437,44135,98
387077,39569,25
375757,21796,11
492368,32656,69
427709,22830,81
499762,28505,2
94154,40129,83
242666,18968,88
283838,13558,90
39760,43613,80
220408,24363,39
9841,32805,62
100663,8699,94
223040,8745,48
163749,24597,17
72686,8887,58
114464,21991,77
216597,18780,22
301827,41529,72
64465,19334,5
341069,35105,72
175009,46584,37
384972,3576,80
279190,2738,10
330509,23997,48
283822,252,56
467839,32626,30
284205,25330,33
374527,6097,48
399904,32561,72
316013,25000,23
200431,4197,52
132741,25222,33
177391,7642,74
300531,38282,43
257488,46329,96
12912,2755,10
367972,45180,49
441209,22461,85
57800,44348,4
122407,44450,61
356500,10794,37
180618,45095,26
489322,1110,37
157687,8066,53
264916,35256,85
387362,41872,58
91020,23174,3
242185,37620,10
414589,1168,57
93182,8379,82
279134,24493,29
449908,33230,84
471284,25289,36
236807,35934,76
334225,27471,67
107186,2468,99
125028,34589,18
443435,31155,67
493600,39044,21
50838,31640,28
311659,7220,39
141406,12826,32
227407,13189,51
8290,5257,70
398395,37772,7
438287,23544,16
388462,35446,87
45197,49989,28
170549,3080,30
431582,24662,65
196778,13276,77
478539,23637,53
150246,11797,99
427674,28976,93
34472,8727,4
69385,38384,45
294383,35919,31
99307,24494,95
214419,43081,44
490761,49591,75
194109,47206,78
234938,12084,60
364097,5089,99
367334,9479,75
410591,24051,91
429793,36261,73
19115,23015,43
169671,20256,44
189998,8805,92
196627,11951,36
433728,14852,7
385626,9905,39
372466,38179,62
258638,5956,35
85923,30551,69
495357,21850,84
178010,15237,73
399784,21124,9
479850,20338,79
256532,23009,3
133524,43820,17
20830,14278,70
121600,25819,20
441746,20112,25
200762,33995,47
497894,27948,18
203809,35637,80
16619,19083,93
463563,2122,31
281802,35377,65
221722,28222,56
390128,23382,7
433044,27185,58
355255,19100,1
93688,21762,59
28803,22227,67
443636,29654,61
362767,30027,44
319674,28183,2
278838,10364,84
408329,5703,15
444548,41513,35
439553,35438,14
142520,39849,36
28725,49074,28
418359,20214,51
394335,46743,89
422989,22178,51
186009,2714,2
198341,23656,1
205799,25090,55
353708,16670,54
70211,18081,88
7483,22409,35
256077,49094,37
56204,49139,36
320861,23469,63
221707,42000,26
224783,28012,81
342516,39898,23
264388,37676,75
309805,25099,23
295635,7472,80
338578,41119,31
402294,31291,45
479500,17891,18
427697,41011,88
443465,7968,58
190920,1660,87
11201,43081,5
163010,16298,66
437499,26394,12
475235,42891,73
410705,17519,16
2686,13088,69
265020,29090,33
43773,31420,38
106741,46895,57
63953,29054,9
61194,16272,78
223990,24499,38
339239,2219,4
286029,3780,8
155790,29202,69
14299,20566,21
407587,48743,43
377478,36149,22
103150,32479,83
205178,34744,21
119714,40055,35
41984,38924,50
19841,8107,69
454514,38118,7
264021,13948,70
95044,13292,96
189617,37028,15
388187,34535,5
149457,44595,27
47224,45620,88
340561,9830,66
197160,8909,100
116157,3190,27
495367,26928,54
300762,27822,3
10287,12256,2
284649,41743,27
363120,43675,97
163634,23306,79
5893,20249,89
204624,7062,38
240569,1148,8
55582,690,45
67682,49410,37
179536,48752,16
369267,45107,68
107985,6599,17
128353,46927,91
17015,22814,16
210898,24655,66
333959,22451,40
58547,49622,11
415921,2640,43
377969,17215,14
393767,8552,59
120956,42515,90
37371,39849,50
311428,3158,58
376145,19248,9
287216,6828,62
356322,40405,31
138787,16669,17
307898,16733,5
201464,10878,16
215702,4289,13
125846,19156,67
47301,30307,70
448486,7737,46
247419,30093,48
201009,28035,64
266327,41187,9
115629,49268,25
32491,49318,99
218806,18109,90
354153,12123,12
73435,23951,76
341773,431,75
274437,47119,86
151115,48821,38
337371,4293,26
85401,468,100
146968,11033,89
495416,47759,65
386258,4156,93
388632,39134,84
146192,41968,71
227309,42109,65
137565,7331,27
418326,27254,46
408485,48814,46
324220,24282,18
473132,7632,10
441814,37204,69
396879,1632,17
85432,17837,89
115032,28370,37
74800,35216,13
470866,1383,66
152110,47527,54
260005,1066,60
408204,18097,59
47268,42268,1
174482,48987,47
471755,6032,58
74547,43759,30
450604,27377,76
437193,40059,26
88421,3325,54
411603,25887,73
73393,40721,76
182418,16286,15
179887,41025,20
262208,8934,57
290277,48280,32
208833,6927,95
163698,20434,17
137960,37275,37
418304,42524,42
55972,33341,84
118080,13188,20
40124,28521,83
378921,21830,80
260601,4630,12
233510,32998,33
157556,41490,41
319843,12264,91
362301,42397,37
58741,22313,21
424634,2640,68
264666,32607,72
140717,13496,7
353618,8604,22
161381,5047,80
456315,33045,41
57028,40400,41
359887,3036,6
281860,41866,7
28868,40549,34
273934,25290,58
257623,33648,3
468442,35680,78
260906,49023,43
211118,24636,1
252895,115,87
449514,26716,12
437387,34119,83
430007,35342,37
43142,45808,11
404921,17710,55
472977,10567,10
188731,5222,74
167808,23935,32
307059,49157,57
14330,7053,27
5723,10382,5
274469,21735,6
8922,40589,82
405180,13540,19
149165,8429,9
161864,35645,79
295681,7687,42
302504,21305,17
472590,3455,1
410941,49931,31
26441,21654,8
441203,44933,16
198858,25261,82
161865,34837,22
327529,42363,95
362674,25000,91
412270,8573,4
68509,44094,86
89509,8676,97
45175,27880,99
184628,37926,46
328870,29654,67
312208,22113,74
234835,19179,72
457692,15389,10
446417,30276,49
59627,37329,43
234695,34313,3
134359,11557,59
498622,17166,66
265052,34659,99
312742,48231,49
224591,39787,3
149420,1365,66
112897,5390,4
302860,29497,42
444177,7797,21
308191,7512,80
365552,47619,61
151142,15503,1
480821,48822,55
310647,47185,93
362229,8878,89
473399,44776,60
460942,34077,74
28403,1501,83
167503,35339,92
145088,28260,3
5538,28707,63
89349,7166,3
303926,49704,32
383614,23396,35
396185,31508,71
134018,12122,42
379607,15908,8
43344,47470,49
386290,33178,53
463672,8539,39
451210,5727,5
270498,4594,9
341133,16759,86
145366,7891,22
262256,22356,28
160736,10788,92
470599,35295,27
292148,45050,50
351826,35629,85
412270,19904,22
298276,29669,90
380893,11617,10
163066,20550,90
331180,43709,67
494763,4523,2
218567,19452,63
150897,6764,29
310987,34060,55
327004,27466,91
357285,42115,34
14596,15084,43
439675,23914,37
52436,33723,46
259425,1689,88
183913,49452,28
304879,26038,67
92256,20640,49
226362,17147,25
282225,42944,25
289485,17199,20
188781,49078,93
33623,39894,54
200470,30417,62
215188,46384,49
197679,7674,93
475421,27539,48
226062,4871,56
11255,11533,45
222346,32349,66
22449,1186,76
153810,36930,13
139927,25509,23
75500,11743,75
950,18546,39
100632,28157,86
95579,42996,74
468436,38057,88
243660,48318,25
259864,30900,9
389534,7269,24
321901,7602,22
491663,27654,58
417708,46125,49
469388,39456,76
99934,8247,56
363472,3155,57
464575,35692,42
169429,23685,34
210466,28152,100
396041,20369,67
490163,14878,7
167139,12450,93
197481,28584,12
493380,9141,94
34498,17151,94
465329,46777,34
145386,18685,60
438271,15495,37
338897,25833,32
272336,35002,39
277834,39398,68
442626,38576,27
235741,3815,34
123864,48873,4
333117,10790,95
302962,17236,11
297612,30994,1
90903,2390,58
381886,7897,86
136484,40644,7
479649,19246,58
23195,40418,24
437324,37428,60
147716,2439,65
155117,43949,66
135913,38109,82
441458,33492,66
284306,40685,14
277989,31934,98
354986,33045,94
229703,40614,2
427092,27567,84
208315,15836,56
349699,27747,34
20061,36011,89
495519,15431,74
222181,10457,56
242806,42541,57
75559,49551,29
226205,20915,53
358755,4022,34
175915,28986,68
308945,23616,15
299647,35343,96
193332,42056,68
189932,32946,90
441302,39012,49
25165,49985,19
223729,9309,30
269397,29872,15
437334,42284,58
42030,9469,80
282847,31097,9
72751,37662,34
401401,23411,77
481625,21435,32
103217,14123,36
413595,47366,76
174642,32742,5
369018,19378,44
334539,40176,47
493380,34246,7
69367,15931,79
13697,14506,58
260893,22244,9
284558,37256,17
371483,46457,5
348520,29913,1
267534,38930,95
24860,46864,18
39107,20950,4
197276,41823,56
287505,28044,32
375750,34167,34
47919,19533,24
140522,8009,90
389684,5886,92
224045,27284,42
247779,17723,86
37139,4677,47
105033,13839,48
287192,2408,19
41300,41299,61
107120,33031,30
317078,37716,71
417433,14123,21
334700,13891,100
170005,43729,97
316345,18082,71
271115,7625,96
242000,18949,83
345628,48359,91
291576,28250,72
40453,47419,78
257282,45935,89
254193,931,28
37018,7963,1
316472,25641,5
288225,6703,52
339607,6445,30
219825,14069,72
280619,16280,15
343231,9457,43
158805,11944,69
234289,229,61
438299,14482,89
466341,1663,5
450182,35343,49
308805,19316,23
226511,810,4
154498,1985,8
49919,21879,69
278730,17689,13
87989,26998,35
371212,35090,68
358083,5756,13
144468,14582,29
236454,42696,18
420775,10680,64
287709,296,39
74383,24417,50
260304,3602,51
10586,22501,33
391303,45975,81
359907,33173,35
67297,21866,71
467229,15253,55
371973,9454,25
340476,49559,91
265657,24655,4
24319,32183,84
264568,31274,94
55974,15205,16
334178,3775,29
28670,47161,41
215699,307,96
397386,8866,55
30245,1768,85
97357,33166,41
335149,28096,32
114531,28837,7
454119,3099,69
377891,1947,17
335999,25137,47
336807,12957,35
444018,23628,85
307792,13407,100
317889,32911,74
312932,22056,97
214267,5010,79
264416,23414,41
444999,5065,79
77539,15796,41
363469,48781,11
60995,20241,52
187445,17489,36
83325,37425,33
317245,31367,99
258479,12127,87
82548,526,82
308686,2574,93
135652,12679,3
454075,19050,67
148411,16481,86
181462,36783,26
42368,6828,46
129476,30482,87
56197,44887,70
184611,49982,91
326717,38866,33
86829,37578,89
473976,27011,83
398430,217,2
249094,14288,6
254979,40215,54
400987,36493,36
185742,14053,70
83327,41412,75
184117,3785,36
189442,42023,19
274297,43673,61
474065,13940,71
344630,32173,52
464539,3243,85
424108,39657,93
320252,36943,92
319704,11512,100
216605,25318,25
284784,40228,81
25206,14727,70
115123,10577,85
213615,46473,83
57643,13117,35
435961,44751,26
80563,17532,35
253629,30319,38
281810,34724,34
15137,15549,50
330150,38546,88
232173,27859,18
451390,17639,1
481474,23078,65
332230,8928,96
